sector,property_type,society,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,agePossession,builtUpArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score,area_to_bedroom
sector 36,flat,signature global park 4,0.85,11333.0,750.02,3.0,2.0,3,1.0,New Property,833.0,0,0,0,0,0,0,33,250.00666666666663
sector 102,flat,conscient heritage max,2.15,10004.0,2149.14,3.0,4.0,3+,18.0,Relatively New,1945.0,0,0,1,0,1,2,134,716.38
sector 37c,flat,imperia the esfera,0.99,5500.0,1800.0,3.0,3.0,1,10.0,New Property,1643.0,0,0,1,0,0,0,49,600.0
sector 67,flat,bestech park view spa next,2.85,12127.0,2350.13,4.0,4.0,3+,5.0,Moderately Old,2127.0,0,1,1,0,0,2,149,587.5325
sector 92,house,signature global city 92,0.75,7820.0,959.1,2.0,2.0,3.0,1.0,Relatively New,959.0,0,0,0,0,0,0,46,479.55
sector 111,flat,lotus homz,0.6,8450.0,710.06,2.0,2.0,3,9.0,New Property,789.0,0,0,0,0,0,0,52,355.03
sector 3,house,independent,0.75,6410.0,1170.0,2.0,2.0,0,1.0,Old Property,130.0,0,0,0,0,0,0,0,585.0
sector 14,house,independent,5.0,22222.0,2250.0,3.0,3.0,3.0,1.0,Moderately Old,2250.0,0,0,0,0,0,0,25,750.0
sector 72,flat,tata primanti,4.0,13769.0,2905.08,4.0,5.0,3+,9.0,Relatively New,2800.0,0,0,1,0,0,2,165,726.27
sector 66,flat,emaar mgf the palm drive,3.45,15681.0,2200.11,3.0,4.0,3,6.0,Relatively New,2000.0,0,0,1,0,0,2,95,733.37
c block,house,independent,5.25,27132.0,1935.0,4.0,4.0,2.0,2.0,Old Property,1935.0,0,0,1,0,1,2,80,483.75
sector 21,house,independent,1.6,11852.0,1350.0,5.0,5.0,2.0,3.0,Relatively New,120.0,0,0,0,0,0,0,0,270.0
sector 53,flat,parsvnath exotica,5.0,17241.0,2900.06,3.0,4.0,3,7.0,Old Property,3222.0,0,0,1,0,0,2,24,966.6866666666666
sushant lok,house,independent,1.9,3909.0,4860.0,3.0,3.0,3+,3.0,Old Property,60.0,0,0,0,0,0,1,0,1620.0
sector 59,flat,conscient elevate,3.78,16500.0,2290.91,3.0,3.0,3,3.0,Under Construction,2550.0,0,0,0,0,0,0,31,763.6366666666667
sector 89,flat,ats marigold,1.5,8571.0,1750.09,3.0,3.0,3,2.0,New Property,1944.0,1,0,0,0,0,0,49,583.3633333333333
sector 36,flat,signature global park 4,0.82,7585.0,1081.08,3.0,2.0,3,2.0,New Property,1201.0,0,0,0,0,0,0,24,360.36
sector 107,flat,m3m woodshire,1.49,6310.0,2361.33,3.0,4.0,3+,5.0,Relatively New,2137.0,0,0,1,1,0,2,174,787.11
sector 7,house,rattan garden,0.83,17584.0,472.0,2.0,3.0,2.0,3.0,Old Property,524.0,0,0,0,0,0,0,0,236.0
sector 85,flat,ss the leaf,1.09,6666.0,1635.16,2.0,2.0,3,9.0,Relatively New,1638.0,0,0,0,1,0,0,174,817.58
sector 82,house,vatika signature villas,5.0,15432.0,3240.0,4.0,4.0,3+,3.0,Relatively New,3240.0,0,1,1,1,0,0,24,810.0
sector 69,flat,tulip violet,1.36,8618.0,1578.09,3.0,3.0,1,12.0,Relatively New,1291.0,0,1,0,0,0,0,95,526.03
sector 102,flat,shapoorji pallonji joyville gurugram,1.95,13928.0,1400.06,3.0,3.0,3,6.0,New Property,1616.0,0,1,0,0,0,2,174,466.68666666666667
sector 92,flat,sare green parc phase 3,0.95,4856.0,1956.34,4.0,3.0,3,4.0,Moderately Old,1770.0,0,0,0,0,0,0,67,489.085
sector 50,flat,unitech fresco,1.85,11131.0,1662.02,3.0,3.0,3+,0.0,Moderately Old,1662.0,0,0,0,0,0,0,49,554.0066666666667
sector 92,flat,raheja navodaya,0.85,5407.0,1572.04,3.0,3.0,0,0.0,Relatively New,1423.0,0,0,0,0,0,0,88,524.0133333333333
sector 107,flat,signature global solera,0.4,6644.0,602.05,2.0,2.0,1,7.0,Relatively New,577.0,0,0,0,0,0,2,55,301.025
sector 99a,flat,pareena coban residences,1.56,7811.0,1997.18,3.0,5.0,3,4.0,New Property,1807.0,1,0,1,0,0,0,49,665.7266666666667
sector 1,flat,hsiidc sidco aravali,0.91,3516.0,2588.17,3.0,3.0,3+,8.0,Moderately Old,1900.0,0,0,1,0,0,0,23,862.7233333333334
sector 85,flat,ss the leaf,2.15,7645.0,2812.3,4.0,5.0,3+,1.0,Relatively New,2545.0,0,0,1,0,0,0,165,703.075
sector 95,flat,signature the roselia,0.41,7293.0,562.18,2.0,2.0,2,12.0,New Property,670.0,0,0,0,0,0,2,93,281.09
sector 2,flat,bestech park view residency,1.51,7890.0,1913.81,3.0,4.0,3+,8.0,Moderately Old,1738.0,0,0,1,0,0,0,92,637.9366666666666
sector 66,flat,bptp mansions park prime,2.7,9768.0,2764.13,4.0,4.0,3,6.0,Relatively New,2501.0,1,0,1,0,0,0,13,691.0325
sector 89,flat,smart world gems,1.71,12000.0,1425.0,3.0,2.0,0,3.0,New Property,1423.0,0,0,0,0,0,0,45,475.0
sector 88a,flat,adani aangan arcade,0.45,7194.0,625.52,2.0,2.0,1,8.0,New Property,694.0,0,0,0,0,0,0,14,312.76
sector 61,flat,smart world orchard,1.6,13913.0,1150.0,2.0,2.0,2,4.0,Under Construction,1278.0,0,0,0,0,0,0,16,575.0
sector 79,flat,mapsko mount ville,1.2,8052.0,1490.31,3.0,3.0,3,9.0,Relatively New,1320.0,0,0,0,0,1,2,104,496.77
sector 56,house,independent,7.5,23148.0,3240.0,8.0,8.0,3+,3.0,Relatively New,3240.0,0,1,1,0,1,1,42,405.0
sector 86,flat,ansal heights 86,0.9,5325.0,1690.14,3.0,3.0,2,10.0,New Property,1690.0,0,0,0,0,0,0,29,563.38
sector 68,flat,pareena mi casa,1.9,9227.0,2059.17,3.0,3.0,3+,1.0,Under Construction,2288.0,0,0,1,0,0,0,49,686.39
sector 68,flat,supertech hues,0.93,8611.0,1080.01,2.0,2.0,2,11.0,New Property,1200.0,0,0,0,0,0,0,0,540.005
sector 70a,flat,aipl the peaceful homes,2.3,10697.0,2150.14,3.0,3.0,3,3.0,Relatively New,1946.0,0,0,0,1,0,2,124,716.7133333333333
sector 90,flat,dlf new town heights,1.9,5683.0,3343.3,4.0,4.0,3+,7.0,Relatively New,2468.0,0,1,1,0,0,0,88,835.825
sohna road,flat,eldeco accolade,1.1,7549.0,1457.15,2.0,2.0,3+,17.0,Relatively New,1319.0,1,0,0,0,1,2,7,728.575
sector 92,flat,sare green parc phase 3,0.7,5279.0,1326.01,3.0,2.0,2,4.0,Relatively New,1325.0,0,0,0,0,0,0,56,442.0033333333334
sector 69,flat,tulip violet,1.4,8861.0,1579.96,3.0,3.0,2,2.0,Relatively New,1428.0,0,1,0,0,0,0,102,526.6533333333333
sector 92,flat,bestech park view sanskruti,1.5,7812.0,1920.12,3.0,3.0,3,3.0,Relatively New,1738.0,1,0,0,0,0,0,49,640.04
sector 77,flat,emaar mgf palm hills,1.65,8461.0,1950.12,4.0,3.0,3,9.0,Relatively New,1765.0,0,0,1,0,0,0,100,487.53
sector 89,flat,smart world gems,1.3,9135.0,1423.1,3.0,3.0,2,2.0,New Property,1581.0,0,0,0,0,1,0,44,474.3666666666666
sector 82a,flat,dlf the primus,2.2,10516.0,2092.05,3.0,3.0,3+,16.0,Relatively New,1893.0,0,0,1,0,0,1,174,697.35
sector 4,house,independent,2.3,17014.0,1351.8,4.0,4.0,3.0,2.0,Old Property,1440.0,0,0,0,0,0,2,15,337.95
sector 82,flat,mapsko casa bella,3.0,6134.0,4890.77,4.0,6.0,3+,25.0,Relatively New,4425.0,0,1,1,0,0,2,119,1222.6925
sector 85,flat,ss the leaf,1.84,7641.0,2408.06,3.0,4.0,3,8.0,Relatively New,2026.0,0,1,0,0,0,0,158,802.6866666666666
sector 107,flat,signature global solera,0.38,6333.0,600.03,2.0,2.0,2,3.0,Relatively New,627.0,0,0,0,0,0,1,23,300.015
sector 88b,flat,vatika xpressions,0.92,6815.0,1349.96,2.0,2.0,3,3.0,New Property,1350.0,0,0,0,0,0,0,26,674.98
sector 67,flat,m3m merlin,3.4,14418.0,2358.16,3.0,4.0,3,16.0,Relatively New,2016.0,0,0,1,0,0,2,174,786.0533333333333
sector 37d,flat,ramprastha the edge towers,0.71,5420.0,1309.96,2.0,2.0,3,10.0,New Property,1100.0,1,0,0,0,0,0,38,654.98
sector 69,house,tulip yellow,2.95,16389.0,1800.0,4.0,3.0,2.0,3.0,New Property,1800.0,1,1,0,0,0,1,111,450.0
sector 3,house,independent,0.9,8929.0,1008.0,3.0,3.0,0,2.0,Old Property,112.0,0,0,0,0,0,0,0,336.0
sector 33,flat,eldeco accolade,1.2,8043.0,1491.98,2.0,2.0,2,0.0,New Property,1492.0,0,0,0,0,1,0,55,745.99
sector 3,house,independent,3.5,9210.0,3800.2,1.0,1.0,0,1.0,Old Property,3800.0,0,0,0,0,0,0,0,3800.2
sector 109,house,international city by sobha phase 2,9.4,26111.0,3600.0,5.0,6.0,3+,2.0,Relatively New,3600.0,0,1,1,1,1,2,147,720.0
sector 92,flat,gls avenue 51,0.21,6953.0,302.03,1.0,1.0,1,0.0,Relatively New,336.0,0,0,0,0,0,0,63,302.03
sector 81,house,independent,0.89,8127.0,1095.1,1.0,1.0,0,1.0,Relatively New,1095.0,0,0,0,0,0,0,0,1095.1
sector 65,flat,m3m heights,1.9,13991.0,1358.02,2.0,2.0,2,40.0,Relatively New,1358.0,0,0,0,0,0,0,48,679.01
sector 106,flat,paras dews,1.15,6534.0,1760.02,3.0,4.0,3+,12.0,Relatively New,1186.0,0,0,1,0,1,2,174,586.6733333333333
manesar,flat,aditya apartment,1.0,4033.0,2479.54,3.0,4.0,0,3.0,New Property,2480.0,0,0,0,0,0,0,0,826.5133333333333
sector 63a,flat,birla navya,2.2,17488.0,1258.01,2.0,3.0,3+,4.0,Under Construction,997.0,0,0,0,0,0,0,60,629.005
sector 49,flat,orchid petals,2.51,12178.0,2061.09,3.0,3.0,3+,7.0,Old Property,2061.09,0,0,0,0,1,2,72,687.0300000000001
sector 23,flat,radhakrishna society,0.55,5000.0,1100.0,2.0,2.0,1,1.0,Moderately Old,995.0,0,0,0,0,0,2,29,550.0
dlf phase,flat,dlf regency park,2.26,13696.0,1650.12,3.0,3.0,2,19.0,Old Property,1700.0,0,0,1,0,0,0,158,550.04
sector 50,house,unitech espace,10.3,31790.0,3240.0,5.0,6.0,3+,3.0,Moderately Old,3240.0,0,1,1,1,1,2,160,648.0
sector 69,flat,tulip violet,1.32,8411.0,1569.37,3.0,3.0,1,12.0,Relatively New,1419.0,0,1,0,0,0,2,86,523.1233333333333
sector 90,flat,shree vardhman flora,0.65,4814.0,1350.23,2.0,2.0,3,6.0,Relatively New,1222.0,0,0,0,0,1,0,165,675.115
sector 50,flat,unitech fresco,1.82,9912.0,1836.16,3.0,3.0,3+,14.0,Moderately Old,1830.0,1,0,0,0,0,2,174,612.0533333333334
sector 85,flat,ss the leaf,1.2,9677.0,1240.05,2.0,2.0,3+,9.0,Relatively New,1491.0,0,0,0,1,0,0,148,620.025
sector 40,house,independent,5.0,21124.0,2367.0,9.0,9.0,3+,3.0,Relatively New,2367.0,0,1,0,0,0,2,66,263.0
sector 4,house,independent,5.0,10101.0,4950.0,3.0,3.0,2.0,1.0,Old Property,4950.0,0,0,0,0,0,0,22,1650.0
sector 89,flat,smart world gems,0.88,7978.0,1103.03,2.0,2.0,0,2.0,New Property,1103.0,0,0,0,0,0,0,45,551.515
sector 54,flat,dlf the crest,11.0,35222.0,3123.05,4.0,6.0,3,7.0,Relatively New,2826.0,0,0,1,0,0,1,125,780.7625
sector 102,flat,shapoorji pallonji joyville gurugram,2.5,14000.0,1785.71,3.0,3.0,3,15.0,Under Construction,1653.0,0,0,0,0,0,0,151,595.2366666666667
sector 89,flat,nbcc heights,1.5,7058.0,2125.25,3.0,3.0,3,8.0,Relatively New,1923.0,0,0,1,0,1,0,105,708.4166666666666
sector 86,flat,dlf new town heights,1.26,6113.0,2061.18,3.0,3.0,3,5.0,Moderately Old,1747.0,1,0,1,0,0,0,113,687.06
sector 9a,flat,railway officers rpf society,1.25,6921.0,1806.1,4.0,3.0,3,1.0,Old Property,2007.0,0,0,1,0,0,0,40,451.525
sector 108,flat,experion the heartsong,2.08,9904.0,2100.16,4.0,4.0,3+,3.0,Relatively New,2631.0,0,0,1,0,0,0,126,525.04
sector 83,flat,emaar palm gardens,1.55,9011.0,1720.12,3.0,3.0,3,4.0,Relatively New,1400.0,0,0,1,0,0,2,174,573.3733333333333
sector 37c,flat,millenia,0.4,6666.0,600.06,2.0,2.0,2,4.0,New Property,667.0,0,0,0,0,0,0,29,300.03
sector 48,house,vipul tatvam villa,8.5,21250.0,4000.0,4.0,5.0,3+,2.0,Moderately Old,4000.0,1,1,1,0,1,2,49,1000.0
sector 65,flat,m3m golfestate,5.5,16959.0,3243.12,3.0,4.0,3,3.0,Relatively New,2803.0,0,0,1,0,0,0,49,1081.04
sector 56,flat,kiran residency,1.5,7500.0,2000.0,3.0,3.0,3+,4.0,Relatively New,1900.0,0,0,1,0,0,2,126,666.6666666666666
sector 49,flat,orchid petals,1.9,10526.0,1805.05,3.0,3.0,3,9.0,Moderately Old,2006.0,0,0,1,0,0,0,95,601.6833333333333
sector 109,flat,ats tourmaline,1.4,8000.0,1750.0,3.0,3.0,3+,9.0,Relatively New,1584.0,0,0,0,0,0,0,95,583.3333333333334
sector 1,flat,hsiidc sidco shivalik apartments,0.48,3840.0,1250.0,2.0,2.0,3,7.0,Moderately Old,993.0,0,0,0,0,0,0,88,625.0
sector 109,house,international city by sobha phase 2,6.5,12037.0,5400.0,4.0,4.0,3+,1.0,New Property,5400.0,0,0,1,0,0,2,160,1350.0
sector 57,house,sector 57 huda,3.8,26063.0,1458.0,2.0,8.0,3+,4.0,Relatively New,1458.0,0,1,0,1,0,2,94,729.0
sector 106,flat,paras dews,1.25,7102.0,1760.07,3.0,4.0,3+,5.0,Relatively New,1186.0,0,0,1,0,0,0,165,586.6899999999999
sector 1,flat,hsiidc sidco aravali,0.9,3648.0,2467.11,4.0,4.0,3,7.0,Moderately Old,2233.0,0,0,0,0,0,0,0,616.7775
sector 7,house,independent,0.69,9103.0,758.0,1.0,1.0,1.0,2.0,Old Property,758.0,0,0,0,0,0,0,0,758.0
sector 70a,flat,aipl the peaceful homes,2.6,12009.0,2165.04,3.0,2.0,2,12.0,Moderately Old,2406.0,0,0,1,0,0,0,52,721.68
sector 85,flat,orris aster court premier,1.5,5859.0,2560.16,4.0,5.0,3+,6.0,New Property,2017.0,0,0,1,0,0,2,28,640.04
sector 105,house,independent,0.65,9028.0,720.0,3.0,2.0,1.0,1.0,Relatively New,720.0,1,1,0,0,0,0,14,240.0
sector 77,flat,umang winter hills,0.92,5049.0,1822.14,3.0,3.0,3,17.0,Relatively New,1602.0,1,0,0,0,0,2,49,607.38
sector 70,flat,shree vardhman victoria,1.8,9230.0,1950.16,3.0,5.0,3,0.0,New Property,2167.0,0,0,0,0,0,0,72,650.0533333333334
sector 103,house,satya the hermitage,3.15,6702.0,4700.1,4.0,5.0,0,12.0,Relatively New,4700.0,0,0,0,0,0,0,61,1175.025
sector 67a,flat,pyramid urban,0.6,8571.0,700.04,2.0,2.0,2,14.0,New Property,633.0,0,0,0,0,0,0,15,350.02
sector 83,flat,vatika gurgaon,1.1,6162.0,1785.13,3.0,3.0,3+,5.0,Relatively New,1600.0,0,0,0,0,0,2,96,595.0433333333334
sector 108,flat,raheja vedaanta,0.8,4080.0,1960.78,3.0,3.0,3,9.0,Relatively New,1663.0,0,1,0,0,0,0,174,653.5933333333334
sector 59,flat,conscient elevate,4.25,18518.0,2295.06,3.0,4.0,3,3.0,Under Construction,2077.0,0,0,0,0,0,0,0,765.02
sector 63,flat,dlf the arbour,8.5,21519.0,3950.0,4.0,4.0,0,27.0,New Property,3950.0,0,0,0,0,0,0,61,987.5
sector 113,flat,la vida by tata housing,2.33,12533.0,1859.09,3.0,3.0,3,3.0,New Property,2098.0,0,0,1,0,0,0,174,619.6966666666666
sector 33,house,central park flower valley,1.15,9349.0,1230.1,2.0,2.0,3.0,2.0,Relatively New,1400.0,0,0,0,0,1,2,71,615.05
sector 2,house,ansals palam vihar,9.0,19231.0,4679.9,5.0,5.0,2.0,2.0,Old Property,4680.0,0,1,1,1,1,1,110,935.98
sector 37c,flat,imperia the esfera,0.7,4879.0,1434.72,2.0,3.0,3+,12.0,Under Construction,1299.0,1,0,0,0,1,0,58,717.36
sector 9,house,independent,3.5,13410.0,2610.0,9.0,9.0,3+,3.0,Relatively New,2610.0,0,0,0,0,1,0,23,290.0
sector 106,flat,paras dews,1.4,9978.0,1403.09,4.0,6.0,3+,10.0,Relatively New,1535.0,0,0,1,0,0,0,174,350.7725
sector 109,flat,sbtl caladium,1.35,7180.0,1880.22,3.0,2.0,3+,12.0,Relatively New,1477.0,0,0,0,0,0,0,128,626.74
sector 6,house,independent,1.0,4630.0,2160.0,6.0,4.0,0,3.0,Old Property,240.0,0,0,0,0,0,0,0,360.0
sector 81,flat,signature global city 81,0.96,9767.0,982.9,2.0,2.0,2,1.0,Under Construction,1194.0,0,0,0,0,0,0,49,491.45
sector 90,flat,dlf new town heights,1.95,7150.0,2727.27,4.0,4.0,3+,24.0,Relatively New,2456.0,0,0,1,1,0,0,174,681.8175
sector 108,flat,sobha city,1.9,13758.0,1381.01,2.0,2.0,2,8.0,Relatively New,1250.0,0,0,0,0,0,0,85,690.505
sector 90,flat,dlf new town heights,1.51,6387.0,2364.18,4.0,4.0,3+,6.0,Relatively New,2362.0,0,1,1,0,0,2,142,591.045
sector 89,flat,adani aangan galleria,0.42,4941.0,850.03,2.0,2.0,2,3.0,Relatively New,769.0,0,0,0,0,0,0,0,425.015
sector 82,house,vatika signature villas,4.7,21759.0,2160.0,3.0,3.0,3+,3.0,New Property,2160.0,0,0,1,0,0,0,33,720.0
sector 56,flat,shri banke bihari society,1.37,9133.0,1500.05,3.0,3.0,3+,2.0,Old Property,1450.0,1,0,0,0,0,0,174,500.01666666666665
sector 36,flat,signature global park 4,0.72,6428.0,1120.1,3.0,2.0,3,2.0,Under Construction,1244.0,0,0,0,0,0,0,0,373.3666666666666
sector 30,flat,unitech uniworld city,3.55,14991.0,2368.09,3.0,5.0,3+,16.0,Old Property,2367.0,0,0,1,0,0,2,141,789.3633333333333
sector 61,flat,smart world orchard,2.0,12911.0,1549.07,3.0,3.0,2,3.0,New Property,1721.0,1,0,0,0,0,0,61,516.3566666666667
sector 66,house,emaar mgf marbella,12.0,38095.0,3150.0,5.0,6.0,3+,3.0,Relatively New,3150.0,0,0,1,1,0,2,153,630.0
sector 63,flat,dhoot time residency,2.2,12813.0,1717.01,3.0,4.0,3+,8.0,Moderately Old,1554.0,0,0,0,0,1,2,61,572.3366666666667
sector 89,flat,nbcc heights,0.75,6578.0,1140.16,2.0,2.0,2,6.0,Moderately Old,1032.0,0,0,0,0,0,0,0,570.08
sector 112,flat,experion windchants,5.6,11529.0,4857.32,4.0,6.0,3+,15.0,Moderately Old,3662.0,0,0,1,0,0,2,157,1214.33
sector 45,house,independent,7.35,29697.0,2475.0,6.0,4.0,3+,3.0,Old Property,2475.0,0,1,1,1,1,2,61,412.5
dlf phase,house,independent,10.85,38150.0,2844.0,6.0,6.0,1.0,3.0,Relatively New,2844.0,0,0,0,1,0,2,136,474.0
sector 102,flat,shapoorji pallonji joyville gurugram,0.97,10601.0,915.01,2.0,2.0,2,12.0,New Property,747.0,0,0,0,0,0,0,57,457.505
sector 49,flat,orchid petals,2.38,11497.0,2070.11,3.0,4.0,3,1.0,Relatively New,2061.0,0,0,0,0,1,0,49,690.0366666666667
sector 4,house,independent,0.67,8557.0,783.0,3.0,2.0,1.0,1.0,Moderately Old,783.0,1,1,0,0,0,0,19,261.0
sector 102,flat,shapoorji pallonji joyville gurugram,1.42,10380.0,1368.02,2.0,2.0,3,14.0,Relatively New,1368.0,0,0,0,0,0,0,0,684.01
sector 81,flat,bestech spa signature,4.45,10595.0,4200.09,4.0,4.0,3+,8.0,Relatively New,3850.0,1,1,1,0,1,2,49,1050.0225
sector 102,flat,shapoorji pallonji joyville gurugram,2.03,12000.0,1691.67,3.0,3.0,2,1.0,New Property,1336.0,0,0,0,0,0,0,67,563.89
sector 106,flat,paras dews,0.95,6859.0,1385.04,2.0,2.0,3+,2.0,Relatively New,940.0,0,0,0,0,0,0,49,692.52
sushant lok,house,independent,9.5,42222.0,2250.0,5.0,5.0,3+,2.0,Relatively New,2250.0,0,1,1,0,0,2,88,450.0
sector 110,flat,indiabulls enigma,3.7,10882.0,3400.11,4.0,5.0,3,7.0,Relatively New,3077.0,0,0,1,0,0,0,156,850.0275
sector 81,flat,bestech park view ananda,1.15,6927.0,1660.17,3.0,2.0,3+,6.0,Relatively New,1463.0,0,0,0,0,1,2,104,553.39
sector 108,flat,raheja vedaanta,1.5,5263.0,2850.09,3.0,4.0,0,12.0,Relatively New,2850.0,0,0,0,0,0,0,0,950.03
sector 28,flat,maruti vihar colony,0.95,8886.0,1069.1,2.0,1.0,1,1.0,Old Property,1188.0,0,0,0,0,0,0,59,534.55
sector 33,flat,godrej nature plus,1.25,9025.0,1385.04,2.0,2.0,3,17.0,Under Construction,1385.0,0,0,0,0,0,0,56,692.52
sector 49,flat,bestech park view city,3.0,12589.0,2383.03,4.0,4.0,3,5.0,Moderately Old,2200.0,0,1,1,0,0,2,141,595.7575
sector 17,house,independent,3.5,24306.0,1440.0,2.0,6.0,3+,3.0,Relatively New,1440.0,0,0,0,0,0,0,0,720.0
sector 12,house,independent,3.71,19818.0,1872.0,3.0,3.0,1.0,4.0,Moderately Old,1872.0,0,1,0,0,0,0,0,624.0
sohna road,flat,mvn athens,0.25,4258.0,587.13,2.0,2.0,1,0.0,Relatively New,587.0,0,0,0,0,0,0,38,293.565
sector 70,flat,shree vardhman victoria,1.5,7692.0,1950.08,3.0,5.0,3,7.0,Relatively New,1527.0,0,0,1,0,0,2,174,650.0266666666666
sector 83,flat,vatika lifestyle homes,1.1,6267.0,1755.23,3.0,3.0,2,8.0,Relatively New,1588.0,0,1,0,1,1,2,174,585.0766666666667
sector 72,flat,tata primanti,3.19,12152.0,2625.08,4.0,5.0,3+,20.0,Relatively New,2376.0,0,0,1,0,0,2,159,656.27
sector 61,flat,pioneer park,2.0,11764.0,1700.1,3.0,3.0,3,24.0,Moderately Old,1538.0,0,0,0,0,0,2,75,566.6999999999999
sector 65,flat,emaar mgf emerald floors premier,2.75,13924.0,1975.01,4.0,4.0,3,3.0,Relatively New,1975.01,0,0,1,0,1,2,113,493.7525
sector 70,flat,tulip orange,1.0,10309.0,970.03,3.0,2.0,2,3.0,Moderately Old,1078.0,0,0,0,0,0,0,58,323.3433333333333
sector 56,flat,guru gram haryana cghs,1.39,7227.0,1923.34,3.0,3.0,3,4.0,Moderately Old,1738.0,0,0,0,0,1,2,134,641.1133333333333
sector 112,flat,experion windchants,3.4,12134.0,2802.04,3.0,3.0,2,14.0,Relatively New,2225.0,0,0,0,0,0,2,159,934.0133333333332
sector 10a,house,independent,3.6,19608.0,1836.0,3.0,4.0,3.0,3.0,Moderately Old,1836.0,0,1,0,0,0,2,28,612.0
sector 102,flat,emaar gurgaon greens,1.4,8484.0,1650.17,3.0,3.0,3,3.0,Relatively New,1314.0,0,0,1,0,0,0,60,550.0566666666667
sector 3,flat,pooja apartment,0.25,3571.0,700.08,2.0,2.0,2,2.0,Relatively New,778.0,0,0,0,0,0,0,0,350.04
sector 79,flat,bestech altura,2.55,9532.0,2675.2,4.0,5.0,2,4.0,New Property,2675.0,0,0,1,0,0,0,44,668.8
sector 95,flat,rof ananda,0.31,5644.0,549.26,2.0,2.0,1,5.0,Relatively New,610.0,0,1,0,0,0,2,74,274.63
sector 104,flat,hero homes,1.9,11249.0,1689.04,3.0,3.0,3,16.0,Under Construction,1365.0,0,1,0,0,0,2,103,563.0133333333333
sector 103,flat,indiabulls centrum park,1.32,7787.0,1695.13,3.0,3.0,3+,6.0,Relatively New,1300.0,0,0,0,0,1,0,49,565.0433333333334
dlf phase,house,independent,23.0,25556.0,8999.8,4.0,4.0,3+,2.0,Relatively New,9000.0,0,1,1,1,1,2,145,2249.95
sector 69,flat,tulip violet,1.68,8358.0,2010.05,4.0,4.0,2,2.0,Relatively New,1819.0,0,1,0,0,0,0,112,502.5125
sector 21,house,independent,0.6,6173.0,972.0,3.0,3.0,2.0,3.0,Old Property,972.0,0,0,0,0,0,0,0,324.0
sector 37d,flat,signature global city,1.1,9838.0,1118.11,2.0,2.0,2,4.0,Relatively New,1242.0,0,0,0,0,0,0,59,559.055
sector 54,flat,dlf the crest,11.0,35483.0,3100.08,4.0,5.0,3+,7.0,Relatively New,3444.0,0,1,1,0,1,0,49,775.02
a block,house,independent,7.85,29074.0,2700.0,9.0,9.0,3+,3.0,Relatively New,2700.0,1,1,1,0,1,1,49,300.0
sector 91,flat,tarc maceo,0.96,5413.0,1773.51,2.0,2.0,3+,8.0,Moderately Old,1271.0,0,0,0,0,0,0,85,886.755
sector 83,flat,vatika gurgaon,1.25,6313.0,1980.04,3.0,3.0,2,2.0,Relatively New,1792.0,0,0,1,0,0,0,119,660.0133333333333
sector 90,flat,shree vardhman flora,1.3,5252.0,2475.25,4.0,5.0,2,9.0,Relatively New,2134.0,0,0,1,0,1,0,110,618.8125
sector 68,flat,m3m the marina,1.32,8759.0,1507.02,2.0,2.0,3,15.0,Relatively New,1364.0,0,0,0,0,1,0,120,753.51
sector 50,house,unitech nirvana birch court,11.95,36883.0,3240.0,3.0,3.0,2.0,1.0,Moderately Old,3240.0,0,0,1,0,1,0,101,1080.0
sector 69,flat,tulip violet,1.42,8998.0,1578.13,3.0,3.0,2,8.0,Relatively New,1428.0,0,1,0,0,0,2,94,526.0433333333334
sector 84,flat,alpha corp gurgaonone,1.52,7904.0,1923.08,3.0,4.0,3,15.0,Relatively New,1703.0,0,0,1,0,0,0,92,641.0266666666666
sector 37d,flat,bptp terra,1.6,7302.0,2191.18,4.0,3.0,3+,7.0,Relatively New,2000.0,1,0,0,0,0,2,139,547.795
sector 74,flat,m3m skywalk,2.45,12140.0,2018.12,3.0,3.0,3+,25.0,Relatively New,1800.0,0,0,0,0,1,0,137,672.7066666666666
sector 39,house,independent,15.0,33333.0,4500.0,5.0,5.0,3+,4.0,Moderately Old,4500.0,0,0,1,0,0,2,27,900.0
sector 112,flat,experion windchants,3.65,11428.0,3193.91,3.0,5.0,2,3.0,Relatively New,2800.0,0,0,1,0,0,0,72,1064.6366666666663
sector 37c,flat,imperia the esfera,0.87,5513.0,1578.09,2.0,3.0,3+,9.0,New Property,1428.0,0,0,0,0,1,0,49,789.045
sector 90,flat,dlf new town heights,1.42,4864.0,2919.41,4.0,4.0,3+,8.0,Moderately Old,2139.0,0,0,1,1,0,0,31,729.8525
sector 66,flat,ireo uptown,4.85,12999.0,3731.06,4.0,4.0,3+,15.0,Relatively New,3500.0,0,1,1,1,1,2,156,932.765
dlf phase,house,independent,20.0,44444.0,4500.0,5.0,7.0,3+,3.0,Relatively New,4500.0,0,1,1,0,0,1,97,900.0
sector 86,flat,ansal heights 86,0.67,5100.0,1313.73,2.0,2.0,1,10.0,Relatively New,1231.0,0,0,0,0,0,0,115,656.865
sector 107,flat,signature global solera,0.5,7751.0,645.08,3.0,2.0,2,6.0,Relatively New,717.0,1,0,0,0,0,0,49,215.02666666666667
sector 83,flat,emaar palm gardens,1.4,9675.0,1447.03,3.0,3.0,3,11.0,Relatively New,1582.0,0,0,1,0,0,1,58,482.3433333333333
