sector,property_type,price,bedRoom,bathroom,builtUpArea,servant room,study room,luxury_category
sector 95,flat,0.36,2.0,2.0,717.0,0,1,Medium
sector 68,flat,2.22,3.0,2.0,1403.0,0,0,Low
sector 109,house,6.0,4.0,5.0,6228.0,0,0,Medium
sector 22,flat,4.78,3.0,4.0,2500.0,1,0,Medium
sector 90,flat,1.25,3.0,3.0,1929.0,1,0,Medium
sector 62,flat,6.5,4.0,4.0,3925.0,0,1,Medium
sector 108,flat,1.25,3.0,3.0,1500.0,1,0,High
sector 74,flat,1.54,2.0,2.0,1200.0,0,0,Medium
sector 95,flat,0.72,3.0,3.0,1800.0,0,0,Low
sector 110,flat,3.6,4.0,5.0,3077.0,1,0,High
sector 103,flat,1.34,3.0,3.0,1725.0,1,1,Low
sector 31,flat,1.2,3.0,2.0,1450.0,0,0,Medium
sector 43,flat,2.5,4.0,4.0,2398.0,0,0,Medium
sector 74,flat,1.6,2.0,2.0,1508.0,0,0,High
sector 69,flat,1.68,4.0,4.0,1819.0,0,0,Medium
sector 84,flat,0.34,2.0,2.0,533.0,0,0,Medium
sector 85,flat,1.08,2.0,2.0,1200.0,1,1,High
sector 110,flat,4.25,5.0,5.0,3511.0,1,0,Medium
sector 84,flat,1.15,2.0,2.0,1394.0,0,1,Low
sector 106,flat,1.0,2.0,2.0,940.0,0,0,Low
sector 56,flat,2.09,4.0,4.0,2300.0,0,0,Medium
sector 84,flat,1.49,3.0,3.0,1833.0,1,0,Low
sector 62,flat,4.25,3.0,3.0,1600.03,0,1,Low
sector 37c,flat,1.2,3.0,3.0,1647.0,0,0,Low
sector 54,flat,1.75,4.0,3.0,1900.0,0,0,Low
sector 86,flat,1.25,3.0,2.0,1529.0,0,0,Medium
sushant lok,house,10.85,8.0,8.0,3762.0,1,1,High
sector 63,flat,3.0,3.0,3.0,1641.95,1,0,Low
sector 85,flat,1.3,2.0,2.0,1484.0,0,0,Medium
sector 46,house,2.4,4.0,4.0,900.0,0,0,Low
sector 71,flat,1.2,3.0,3.0,1466.0,0,0,Low
dlf phase,house,17.0,5.0,5.0,4518.0,1,1,Medium
sector 68,flat,1.7,4.0,4.0,1809.0,0,0,Medium
sector 85,flat,2.0,3.0,4.0,2026.0,1,0,High
dlf phase,flat,2.35,3.0,3.0,1527.0,0,0,Medium
sector 66,flat,3.4,3.0,4.0,2200.08,1,0,Medium
sector 92,flat,1.0,4.0,3.0,2167.0,0,0,Low
sector 113,flat,1.5,2.0,2.0,1418.0,0,0,Medium
sector 85,flat,1.18,2.0,2.0,1630.0,0,0,Low
gwal pahari,flat,7.5,4.0,4.0,4842.0,1,0,Low
sector 82a,flat,1.85,3.0,3.0,1677.0,0,0,Low
sector 108,flat,2.1,2.0,2.0,1250.0,0,0,Medium
valley view,flat,0.38,1.0,1.0,565.0,0,0,Low
sector 22,flat,2.4,2.0,2.0,1200.0,0,0,Medium
sector 9,house,0.5,3.0,2.0,822.0,0,0,Low
sector 85,flat,0.88,3.0,3.0,1344.0,0,0,Medium
sohna road,flat,0.27,2.0,2.0,508.0,0,0,Medium
sohna road,flat,0.26,2.0,2.0,640.0,0,0,Medium
manesar,flat,0.9,3.0,3.0,2321.0,1,0,Low
sector 12,house,0.9,2.0,4.0,675.0,0,0,Low
sector 95,flat,0.29,2.0,2.0,507.0,0,0,Medium
sector 106,flat,1.25,3.0,4.0,1186.0,1,1,High
sector 71,flat,1.1,3.0,3.0,1466.0,0,0,Medium
sector 102,flat,1.9,3.0,4.0,1757.0,1,0,High
sector 85,flat,1.25,2.0,2.0,1426.0,0,0,High
sector 37d,flat,1.45,3.0,3.0,1639.0,0,0,Medium
sector 81,flat,3.45,4.0,4.0,2599.0,1,0,High
sector 85,flat,2.0,4.0,5.0,2545.0,1,0,Medium
sector 48,flat,1.42,3.0,3.0,1493.0,0,0,High
sector 103,flat,1.34,3.0,3.0,1560.0,0,1,Medium
sohna road,flat,0.54,2.0,2.0,676.0,0,0,Low
sector 105,house,1.3,3.0,3.0,1125.0,0,0,Low
sector 66,house,9.01,4.0,4.0,4689.0,1,0,Medium
sector 102,flat,1.42,3.0,3.0,1314.0,0,0,Low
sector 69,flat,2.6,4.0,4.0,2172.0,1,0,Low
sector 95,flat,0.57,2.0,2.0,1364.0,0,0,Low
sector 2,flat,0.75,2.0,2.0,1086.0,0,1,Medium
dlf phase,flat,6.5,4.0,5.0,2661.0,1,0,Low
sector 37d,flat,1.2,3.0,2.0,1900.0,1,0,Medium
dlf phase,flat,3.4,4.0,4.0,2744.0,1,0,Low
sector 50,flat,2.7,3.0,3.0,2400.0,1,0,High
sector 65,flat,2.0,3.0,3.0,1833.0,1,0,Medium
sector 86,flat,1.65,3.0,4.0,1715.0,1,0,Medium
sector 103,flat,1.15,2.0,2.0,1250.0,0,1,Medium
sector 86,flat,0.78,2.0,2.0,1360.0,0,0,Medium
dlf phase,house,6.75,3.0,3.0,2430.0,0,0,Low
sector 85,flat,2.05,4.0,4.0,2500.0,1,0,Low
sector 1,flat,0.9,3.0,3.0,1900.0,1,0,Low
dlf phase,house,5.75,4.0,4.0,2430.1,1,0,High
sector 2,house,0.65,2.0,2.0,1125.0,0,0,Low
sector 76,flat,0.55,2.0,2.0,823.0,0,0,Low
dlf phase,house,6.0,3.0,5.0,1800.0,0,0,Low
sector 113,flat,1.93,3.0,3.0,1429.0,0,0,Medium
sector 102,flat,1.4,2.0,2.0,1166.0,0,0,Low
sector 109,flat,1.8,3.0,3.0,1910.0,1,0,Medium
sector 102,flat,1.4,3.0,3.0,1493.0,1,0,Medium
sector 71,flat,0.65,2.0,2.0,590.0,0,0,Low
dlf phase,house,13.0,6.0,8.0,2844.0,1,1,Low
sector 109,house,6.0,4.0,4.0,2430.0,1,1,High
sector 66,flat,3.0,3.0,3.0,1950.08,1,0,Medium
sector 90,flat,0.96,3.0,4.0,1697.0,1,0,Medium
sector 85,flat,0.9,3.0,3.0,1436.0,0,0,Low
sector 48,house,5.75,4.0,4.0,2592.0,1,0,Low
sector 89,flat,0.65,2.0,2.0,1390.0,0,0,Low
sector 103,flat,1.69,3.0,3.0,1670.0,0,0,Low
sector 95,flat,0.55,2.0,2.0,990.0,0,0,Low
sector 72,flat,3.3,3.0,3.0,2000.0,1,0,High
sector 95,flat,0.55,2.0,2.0,1256.0,0,1,Medium
dlf phase,flat,1.6,2.0,2.0,1222.0,0,0,Medium
sector 7,house,2.0,2.0,2.0,1800.0,0,0,Low
sector 79,flat,1.35,3.0,3.0,1362.0,0,0,Medium
sector 56,flat,0.45,1.0,1.0,543.0,0,0,Medium
sector 9,house,1.65,2.0,3.0,900.0,0,0,Low
sector 48,house,8.4,4.0,4.0,3240.0,1,0,Low
sector 104,flat,1.2,3.0,2.0,1607.0,0,1,Medium
sector 50,house,11.29,5.0,5.0,3240.0,0,1,Low
sector 65,flat,2.1,2.0,2.0,1015.0,0,0,Low
sector 65,flat,2.36,3.0,3.0,1493.0,1,1,High
dlf phase,flat,6.5,4.0,4.0,2712.0,1,0,Low
sector 113,flat,3.45,4.0,4.0,2353.0,1,1,High
sector 88a,flat,0.5,3.0,2.0,663.0,0,0,Low
sector 83,flat,0.75,2.0,2.0,1199.0,0,0,Low
sector 37d,flat,1.75,4.0,4.0,2100.0,0,0,Medium
sector 107,flat,0.36,2.0,2.0,496.0,0,0,Low
sector 22,flat,2.0,2.0,2.0,1533.0,0,0,Low
sector 109,flat,1.97,4.0,4.0,2380.0,1,0,Low
sector 106,flat,1.25,3.0,4.0,1305.0,1,1,High
sector 48,flat,2.7,3.0,3.0,2000.0,1,1,High
sector 65,flat,7.0,3.0,3.0,4278.0,0,0,Medium
sohna road,flat,0.25,1.0,1.0,386.0,0,0,Medium
sector 77,flat,2.25,3.0,3.0,1810.0,1,0,Low
sector 95,flat,0.38,3.0,2.0,716.0,0,0,Medium
sector 91,flat,1.8,4.0,3.0,2578.0,0,1,Low
sector 86,house,2.5,4.0,5.0,3194.0,1,0,Low
sector 85,flat,1.12,2.0,2.0,1485.0,0,0,Low
sector 36a,flat,0.37,1.0,1.0,319.0,0,0,Medium
sector 69,flat,1.7,4.0,4.0,1819.0,0,0,Medium
sohna road,flat,0.25,2.0,2.0,534.0,0,0,Medium
sector 21,flat,1.3,5.0,5.0,2400.0,1,1,Low
sector 79,flat,1.28,3.0,3.0,1265.0,0,1,Medium
dlf phase,house,15.5,5.0,6.0,4518.0,1,1,Medium
sector 9,house,0.22,2.0,2.0,37.0,0,0,Low
sector 28,house,8.95,5.0,6.0,5000.0,0,0,Low
sector 103,flat,1.57,3.0,3.0,1845.0,0,0,Low
dlf phase,flat,4.25,3.0,4.0,3201.0,1,0,Medium
sector 109,flat,1.88,4.0,5.0,2765.0,0,0,Medium
sector 112,house,7.46,4.0,4.0,6350.0,1,0,Medium
sector 71,flat,1.25,3.0,4.0,1577.0,1,0,High
sector 33,flat,1.45,3.0,2.0,118.0,0,1,Medium
sector 95,flat,0.45,2.0,2.0,887.0,0,1,Medium
sector 50,house,6.5,5.0,6.0,3000.0,0,0,Low
sector 51,flat,2.1,4.0,4.0,2300.0,0,0,Medium
sector 65,flat,5.0,3.0,3.0,2800.0,1,0,High
sector 113,flat,2.45,3.0,3.0,1890.0,0,1,High
sector 48,flat,2.75,3.0,4.0,2574.0,0,0,Low
sector 79,flat,0.95,2.0,2.0,1611.0,0,0,High
sector 108,flat,3.35,3.0,4.0,2525.25,0,0,Medium
sector 104,flat,1.3,3.0,3.0,1490.0,0,0,Medium
sector 76,house,1.75,4.0,4.0,3111.0,0,0,Low
sector 89,flat,1.16,3.0,2.0,998.0,0,1,Low
sector 22,flat,6.16,4.0,5.0,3333.0,1,0,Low
sector 85,flat,1.91,4.0,6.0,3890.0,1,0,High
sector 67a,flat,0.62,2.0,2.0,581.0,0,0,Medium
sector 15,house,1.45,4.0,4.0,130.0,0,0,Low
sector 69,flat,2.06,3.0,3.0,1640.0,0,0,Low
sector 10a,flat,2.3,6.0,4.0,3951.0,0,0,Low
sector 5,flat,0.28,2.0,2.0,533.0,0,0,Low
sector 50,flat,1.14,2.0,2.0,1330.0,0,0,High
sector 74,flat,1.48,2.0,2.0,1300.0,0,0,High
sector 90,flat,1.65,4.0,4.0,1900.0,0,0,Medium
sector 92,flat,1.7,3.0,4.0,1475.0,0,0,Medium
sector 49,flat,4.52,5.0,5.0,3724.0,1,1,Low
sector 49,flat,3.6,4.0,5.0,3356.0,1,0,Low
sector 65,flat,2.8,4.0,4.0,1650.07,0,1,Medium
sector 23,house,2.4,3.0,3.0,2000.0,0,0,Low
sector 85,flat,1.22,2.0,2.0,1300.0,0,0,Medium
sector 92,flat,0.78,2.0,2.0,846.0,0,0,Low
sector 85,flat,1.78,3.0,4.0,2179.0,0,0,Medium
sector 92,flat,0.99,3.0,2.0,1091.0,0,0,Low
sector 107,flat,1.65,4.0,5.0,2505.0,1,0,Low
sector 62,flat,10.75,5.0,7.0,4990.0,1,0,High
a block,house,9.85,5.0,5.0,3762.0,1,1,Low
sector 82a,flat,2.25,3.0,3.0,2333.0,1,0,Medium
sector 69,flat,1.7,4.0,4.0,1804.0,1,1,High
sector 83,flat,1.8,3.0,4.0,1900.0,0,0,Medium
sector 72,flat,4.1,4.0,5.0,2629.0,1,0,Medium
sector 53,house,4.65,5.0,5.0,2646.0,0,0,Low
sector 66,house,15.1,5.0,5.0,6786.0,1,1,Medium
sector 12,house,0.6,2.0,3.0,30.0,0,0,Low
golf course,house,1.6,3.0,2.0,100.0,0,0,Low
sector 83,flat,1.38,3.0,3.0,1350.0,1,0,Low
sector 105,house,0.37,1.0,3.0,360.0,0,0,Low
sohna road road,house,6.25,3.0,3.0,9000.0,0,0,Low
sector 86,flat,0.74,2.0,2.0,1231.0,0,0,Low
sector 69,flat,1.2,2.0,3.0,1100.0,0,0,Medium
sohna road road,house,5.5,3.0,3.0,3500.0,1,1,Low
sector 81,flat,0.9,3.0,3.0,1780.0,0,0,Low
sector 82,flat,1.0,2.0,2.0,1299.0,0,1,Medium
sector 37d,flat,1.55,3.0,3.0,1639.0,0,0,Medium
sector 56,house,2.99,4.0,4.0,1449.0,1,1,Low
sector 3,flat,0.55,2.0,2.0,900.0,0,0,Medium
south city,house,7.0,7.0,7.0,2475.0,1,1,High
sector 88a,flat,2.65,3.0,3.0,1582.37,0,0,Medium
sector 67,flat,2.8,3.0,3.0,2048.13,0,0,High
sector 92,flat,0.66,3.0,2.0,1473.0,0,0,Low
sector 49,house,6.5,5.0,5.0,3456.0,1,1,Low
sohna road,flat,0.9,3.0,2.0,1120.0,0,0,Medium
sector 90,flat,0.92,3.0,3.0,2167.0,0,1,Low
sector 90,flat,1.25,3.0,3.0,1929.0,1,0,Medium
sector 48,flat,2.0,3.0,3.0,1923.0,1,0,Medium
sector 50,house,10.45,5.0,7.0,3240.0,1,1,High
sector 81,flat,2.35,3.0,3.0,1550.0,1,1,Low
sohna road,flat,0.34,2.0,2.0,699.0,0,0,Low
sector 33,flat,1.5,3.0,3.0,1403.0,0,1,Medium
sector 108,flat,0.7,2.0,2.0,1362.0,0,0,Medium
sector 12,house,3.5,8.0,8.0,4800.0,1,1,Medium
dlf phase,house,3.25,4.0,4.0,1069.6,0,0,Low
sector 86,flat,2.2,3.0,3.0,1747.0,0,0,Medium
sector 113,flat,1.32,2.0,2.0,1199.0,0,0,Low
sector 79,flat,1.4,3.0,3.0,1656.0,0,0,Medium
sector 33,flat,1.15,2.0,2.0,102.0,0,0,Low
sushant lok,house,4.6,3.0,3.0,2160.0,1,0,Low
sector 66,flat,2.99,3.0,3.0,2000.0,1,0,Low
sector 9a,flat,1.3,4.0,4.0,2580.0,0,0,Low
sector 95,flat,0.2,1.0,1.0,407.0,0,0,Medium
sector 2,flat,1.18,2.0,2.0,1416.0,0,1,Medium
sector 61,house,2.01,3.0,3.0,1549.0,0,0,Medium
sector 83,flat,1.12,3.0,3.0,1200.0,1,1,High
sector 69,flat,1.7,4.0,4.0,1783.0,0,0,Medium
sector 113,flat,3.05,3.0,4.0,2600.0,1,0,High
sector 61,flat,2.5,3.0,3.0,1549.0,0,0,Medium
sector 61,flat,2.1,3.0,3.0,1592.0,0,0,Low
sohna road,flat,0.3,2.0,2.0,516.0,0,0,Low
sector 68,flat,1.45,3.0,2.0,1365.0,0,0,Low
sector 3,flat,1.1,2.0,2.0,956.0,0,0,Medium
sector 102,flat,1.38,3.0,3.0,1314.0,1,0,Medium
sector 113,flat,2.0,3.0,3.0,1507.0,0,0,Low
sector 113,flat,2.78,3.0,3.0,2599.0,1,1,High
sector 89,flat,1.13,3.0,3.0,1473.0,0,1,Medium
sector 11,house,2.2,4.0,3.0,1800.0,0,1,Low
sector 79,flat,1.2,3.0,3.0,1154.0,0,0,Medium
sector 56,flat,2.05,4.0,4.0,2500.0,0,0,Medium
new palam,flat,0.35,2.0,2.0,850.0,0,0,Low
sector 91,flat,1.9,4.0,4.0,2465.0,1,0,Medium
sector 108,flat,0.97,2.0,2.0,1167.0,1,0,High
sector 92,flat,0.95,4.0,5.0,1895.0,0,0,Low
sector 91,flat,1.65,4.0,4.0,2139.0,1,0,Medium
sector 102,flat,1.45,3.0,3.0,1314.0,1,0,High
sector 103,flat,1.25,3.0,4.0,2012.0,1,1,Medium
sector 92,flat,0.39,3.0,3.0,712.0,0,0,Medium
sohna road,flat,0.36,2.0,2.0,522.0,0,0,Low
sector 85,flat,2.13,4.0,4.0,2600.0,0,0,Low
sector 50,house,7.42,4.0,4.0,3200.0,0,0,Medium
sector 108,flat,3.95,3.0,4.0,2343.1,1,0,Low
sector 79,flat,1.41,2.0,2.0,1747.0,0,1,Medium
sector 22,flat,3.5,3.0,4.0,2000.0,1,0,Medium
sector 90,flat,0.66,2.0,2.0,1122.0,0,1,Medium
sector 37d,flat,1.95,4.0,3.0,1650.0,0,0,Medium
sector 83,flat,1.25,3.0,2.0,1653.0,1,1,High
sector 61,flat,2.54,3.0,3.0,1638.71,0,0,Low
sector 102,flat,3.0,4.0,4.0,3178.0,0,0,Medium
sector 68,flat,1.02,2.0,2.0,1250.0,0,0,Low
sector 7,house,0.95,2.0,1.0,450.0,0,0,Low
sector 6,flat,0.6,2.0,2.0,790.0,0,0,Low
sector 92,flat,0.58,3.0,3.0,1281.0,0,0,Medium
dlf phase,house,6.6,6.0,7.0,1800.0,1,1,Medium
sector 105,house,1.35,5.0,3.0,3500.0,0,0,Low
sohna road,flat,0.9,3.0,2.0,1014.0,0,0,Medium
sector 81,flat,2.29,3.0,4.0,2315.0,1,1,High
sohna road,flat,0.38,2.0,2.0,602.0,0,0,Low
sector 37c,flat,1.1,3.0,4.0,1899.0,1,1,Low
dlf phase,house,18.0,6.0,6.0,4518.0,1,0,Low
sector 68,flat,0.8,2.0,2.0,1180.0,0,0,Low
sector 37c,flat,0.85,2.0,3.0,1442.0,0,1,Low
sector 61,flat,1.5,2.0,2.0,1333.0,0,1,Low
sohna road,flat,0.3,2.0,2.0,711.0,0,0,Low
sector 49,house,4.5,8.0,8.0,2880.0,1,1,High
sector 70a,flat,1.82,3.0,3.0,1600.0,0,0,Medium
sector 79,flat,1.28,3.0,3.0,1362.0,0,0,High
sector 81,flat,0.6,2.0,2.0,1000.0,0,0,Low
sector 88a,flat,1.19,2.0,2.0,1387.0,0,1,High
sector 109,flat,1.68,3.0,3.0,2303.0,1,0,Medium
sushant lok,house,6.25,7.0,7.0,2034.0,1,1,Low
sector 63,flat,3.0,3.0,3.0,2000.0,0,0,Low
sector 67,flat,2.72,4.0,4.0,2250.0,1,0,Medium
sohna road,flat,0.65,2.0,1.0,913.0,0,0,Medium
sector 69,flat,1.43,3.0,3.0,1428.0,0,0,Medium
sector 69,flat,1.4,3.0,3.0,1428.0,0,0,Medium
sector 72,house,3.09,5.0,5.0,3653.0,1,0,Low
sector 102,flat,2.1,3.0,4.0,1945.0,1,1,Medium
sector 84,flat,0.41,2.0,2.0,565.0,0,0,Low
sector 54,flat,3.85,3.0,3.0,2119.0,1,0,Medium
sector 104,flat,2.62,4.0,4.0,2851.0,1,0,High
sector 49,flat,2.7,3.0,4.0,2159.14,0,0,Low
sector 70a,flat,1.15,2.0,2.0,1400.0,0,0,Medium
gwal pahari,flat,1.45,3.0,3.0,1430.0,0,0,Low
sector 52,flat,0.45,1.0,1.0,512.0,0,0,Low
sector 110,flat,3.45,4.0,4.0,3077.0,1,0,Medium
sector 37c,flat,1.25,3.0,3.0,1350.0,0,0,Low
sector 12,house,2.75,6.0,6.0,2228.0,0,0,Low
sohna road road,flat,1.65,3.0,3.0,1051.0,0,0,Medium
sector 92,flat,0.65,3.0,3.0,1303.0,0,0,Medium
sector 112,flat,3.1,2.0,2.0,1500.05,1,1,Medium
sector 82,flat,1.16,3.0,3.0,1844.0,1,0,High
sohna road,flat,0.42,2.0,2.0,650.0,0,0,Low
sector 78,flat,0.99,2.0,2.0,1467.0,0,0,Low
sector 79,flat,1.34,2.0,2.0,1423.0,0,1,High
sector 79,flat,2.01,3.0,4.0,2141.0,1,0,High
sector 23,house,1.2,3.0,2.0,1500.0,0,0,Medium
sector 5,house,3.5,6.0,5.0,2250.0,1,1,High
sector 84,flat,1.05,4.0,4.0,1896.0,0,1,Medium
sector 109,house,6.0,5.0,5.0,6228.0,1,1,High
sector 37c,flat,1.27,3.0,3.0,1595.0,0,0,Low
sector 104,flat,1.4,3.0,2.0,1120.0,0,0,Low
sector 2,house,5.7,9.0,9.0,2430.0,0,0,Low
sector 65,flat,3.5,4.0,4.0,1975.06,1,0,Medium
sushant lok,flat,1.5,3.0,2.0,273.0,0,0,Medium
sector 66,house,8.7,4.0,5.0,2250.0,1,1,Medium
sector 84,flat,0.89,3.0,3.0,1833.0,0,0,Medium
sector 28,house,5.5,4.0,3.0,1800.0,0,0,Low
dlf phase,house,2.75,7.0,7.0,3000.0,0,0,Low
sector 37c,flat,0.95,3.0,3.0,1697.0,0,0,Medium
sector 83,flat,1.08,3.0,3.0,1537.0,0,0,Medium
dlf phase,house,9.0,5.0,5.0,2700.0,1,1,Medium
sector 70,flat,1.1,3.0,2.0,1350.0,0,0,Low
sushant lok,house,6.21,6.0,6.0,2700.0,1,1,Medium
sector 63,flat,0.88,1.0,1.0,804.0,0,0,Low
sector 99,flat,2.45,3.0,4.0,2516.0,1,0,High
sector 7,house,1.3,2.0,3.0,963.0,0,0,Low
sector 107,flat,0.36,2.0,2.0,608.0,0,0,Low
sector 84,flat,0.69,2.0,2.0,1222.0,0,1,Medium
sector 37d,flat,1.65,4.0,3.0,2091.0,0,0,Medium
sector 69,flat,0.91,3.0,2.0,1473.0,0,0,Low
sector 66,flat,3.5,3.0,4.0,2150.0,1,0,Medium
sector 56,flat,1.65,3.0,3.0,2131.0,0,1,Medium
sector 103,flat,2.2,4.0,6.0,2602.0,1,0,Medium
sector 72,flat,6.75,4.0,4.0,4000.0,1,0,High
sector 92,flat,1.55,3.0,3.0,1792.0,1,0,Medium
sohna road,flat,0.95,3.0,2.0,1210.0,0,0,Medium
sector 95,flat,0.6,2.0,2.0,1250.0,0,0,Low
sector 68,flat,1.0,2.0,2.0,889.0,0,0,Low
sector 83,flat,0.65,2.0,2.0,950.0,0,0,High
sector 70,flat,2.35,4.0,4.0,2667.0,1,0,Medium
sector 48,house,8.2,3.0,3.0,3240.0,1,1,High
sector 65,flat,2.77,4.0,4.0,2194.0,1,1,High
sector 92,flat,0.5,3.0,3.0,1068.0,0,0,Low
sector 12,house,6.0,9.0,9.0,9000.0,0,0,Low
sector 67,flat,4.75,4.0,4.0,3200.0,1,1,High
sector 38,house,3.5,3.0,2.0,1458.0,0,0,Medium
sector 65,flat,2.35,3.0,3.0,1833.0,1,1,Medium
sector 65,flat,3.0,4.0,4.0,1975.11,1,0,Medium
sector 4,house,0.47,3.0,4.0,1350.0,0,0,Low
sector 89,flat,0.9,3.0,3.0,1910.0,0,0,Medium
sector 95,flat,0.25,1.0,1.0,344.0,0,0,Low
sushant lok,house,13.0,3.0,3.0,2700.0,0,0,Low
sector 37d,flat,1.07,3.0,3.0,1450.0,0,0,Medium
sector 26,house,4.5,3.0,3.0,1350.0,1,1,Medium
sector 91,flat,0.87,2.0,2.0,1148.0,0,0,Medium
sector 36a,flat,4.1,3.0,4.0,2820.0,0,1,Low
sector 14,house,5.5,5.0,4.0,3240.1,0,1,Low
sector 108,flat,0.7,2.0,2.0,1720.0,0,0,Low
dwarka expressway,flat,1.2,3.0,3.0,1940.0,1,0,Low
sector 7,house,6.5,3.0,2.0,4320.0,0,0,Low
sector 31,house,3.25,4.0,4.0,1449.0,1,1,Low
sohna road,flat,0.66,2.0,2.0,978.0,0,0,Low
sector 85,flat,1.4,2.0,2.0,1400.0,0,0,Low
sector 71,flat,0.95,2.0,2.0,1084.0,0,0,Medium
sector 67,flat,3.5,3.0,4.0,2490.0,1,0,Medium
sector 86,flat,1.25,3.0,4.0,1339.0,0,1,Low
dlf phase,flat,2.1,3.0,3.0,1233.0,0,0,Medium
sector 17a,house,1.52,2.0,2.0,105.0,0,0,Low
sector 1a,flat,1.25,3.0,3.0,2944.0,1,0,Low
sector 105,house,1.2,3.0,2.0,1185.0,0,0,Low
sector 56,flat,2.05,4.0,4.0,2000.0,1,0,Low
sector 70,flat,1.6,3.0,5.0,2167.0,1,0,High
sector 33,flat,2.15,3.0,3.0,1439.0,0,0,Low
sector 105,house,1.3,3.0,3.0,1125.0,0,0,Low
sector 9,house,0.6,3.0,3.0,558.0,0,0,Low
sector 71,flat,1.15,3.0,3.0,1541.0,1,0,Medium
sector 107,flat,0.51,3.0,2.0,717.0,0,0,Low
sohna road,flat,0.87,2.0,2.0,1131.0,0,1,Medium
sector 33,flat,1.35,3.0,2.0,1444.0,0,0,Medium
sector 70a,flat,1.1,2.0,2.0,1312.0,0,1,Low
dlf phase,house,13.5,5.0,5.0,4518.0,1,1,Low
sushant lok,house,3.1,5.0,4.0,1548.0,1,0,Medium
sector 22,flat,2.79,3.0,3.0,1860.0,0,0,High
sector 4,house,0.65,1.0,1.0,70.0,0,0,Low
sector 70a,flat,2.75,3.0,3.0,2150.0,0,0,Low
sector 43,flat,2.0,3.0,3.0,1467.0,1,0,Low
sector 88a,flat,1.31,2.0,2.0,1463.0,0,1,Medium
sector 12,house,1.2,2.0,4.0,846.0,0,0,Low
sector 78,flat,0.62,2.0,2.0,1115.0,0,0,Medium
sector 81,flat,0.95,2.0,2.0,1112.0,0,0,Medium
sector 61,flat,1.6,2.0,2.0,1278.0,0,1,Low
sector 70a,house,1.04,3.0,3.0,1611.0,0,0,Medium
dlf phase,house,9.0,5.0,5.0,2700.0,1,1,Medium
sector 108,flat,1.3,3.0,3.0,1661.0,0,1,High
sector 90,flat,1.76,4.0,4.0,2020.0,0,0,Medium
dwarka expressway,flat,1.6,3.0,3.0,1529.0,0,0,Low
sector 82a,flat,2.95,4.0,5.0,2110.0,1,0,High
sector 49,flat,1.85,3.0,3.0,1471.0,0,0,High
sector 77,flat,1.08,3.0,4.0,1810.0,1,1,High
sector 43,flat,2.5,3.0,2.0,1674.0,0,1,Low
sector 67,flat,4.55,4.0,4.0,2833.0,1,0,High
sector 108,flat,0.7,2.0,2.0,1548.0,0,0,Low
sector 56,flat,2.11,3.0,2.0,2250.0,0,0,Medium
sector 81,flat,4.4,4.0,4.0,3700.0,1,1,Low
sector 33,flat,1.67,3.0,2.0,1857.0,0,0,Medium
sector 66,flat,3.4,4.0,4.0,2210.0,1,0,High
sector 60,flat,3.75,4.0,5.0,2534.0,1,0,High
sector 102,flat,1.55,3.0,4.0,1314.0,1,0,High
sector 85,flat,1.17,2.0,2.0,1660.0,0,0,Low
sector 52,flat,5.0,5.0,7.0,5778.0,1,0,Medium
sector 65,flat,5.9,3.0,3.0,3043.0,0,1,Low
sector 4,house,2.35,4.0,4.0,1440.0,0,0,Low
sector 86,flat,1.3,2.0,2.0,1339.0,0,1,Low
sector 38,house,4.0,6.0,6.0,1836.0,1,1,Medium
sector 56,flat,0.65,1.0,1.0,839.0,0,0,Medium
sohna road,flat,0.26,2.0,2.0,521.0,0,0,Low
sector 4,house,0.7,3.0,3.0,117.0,0,0,Low
sector 76,flat,1.05,3.0,3.0,1597.0,0,0,Medium
sector 70,flat,1.62,3.0,5.0,1527.0,1,0,Low
sohna road,flat,0.96,2.0,2.0,1131.0,0,1,High
sector 104,flat,4.45,4.0,5.0,7222.0,0,0,Medium
sector 49,house,2.75,3.0,3.0,1386.0,0,0,Medium
sector 109,house,7.0,5.0,6.0,5400.0,1,0,High
sector 56,flat,1.71,3.0,3.0,2251.0,1,0,Medium
sohna road,flat,0.74,2.0,2.0,1344.0,0,0,Medium
dlf phase,house,6.3,4.0,4.0,1800.0,1,0,Medium
sector 109,flat,1.65,3.0,3.0,1946.0,1,0,Low
sector 79,flat,1.9,3.0,4.0,1946.0,0,0,Medium
sector 102,flat,1.78,3.0,4.0,1748.0,1,0,Medium
sector 37c,flat,1.44,3.0,3.0,1789.0,1,1,Low
sector 37c,flat,0.66,2.0,2.0,1310.0,0,0,Medium
sector 33,flat,1.08,2.0,2.0,84.0,0,0,Medium
sohna road,flat,0.4,2.0,2.0,561.0,0,0,Low
sector 82,flat,0.97,3.0,4.0,1620.0,1,0,Medium
sector 82,flat,1.37,3.0,3.0,2000.0,1,1,Medium
sector 109,flat,1.63,3.0,3.0,2303.0,1,0,High
sector 82,flat,1.12,3.0,3.0,1588.0,0,0,Low
dwarka expressway,flat,1.3,3.0,3.0,1303.0,0,0,Low
sector 70a,flat,2.8,3.0,4.0,2350.18,1,0,Low
sector 90,flat,1.2,3.0,3.0,1747.0,0,0,Low
sector 61,flat,1.57,2.0,2.0,1150.0,0,1,Medium
sector 106,flat,3.9,3.0,3.0,2450.0,0,0,Medium
