sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,SuperBuiltUpArea,builtUpArea,carpetArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score
sector 103,flat,on request,1.69,9146.0,1847.8,Super Built up area 1845(171.41 sq.m.),3.0,3.0,3+,8.0,,Relatively New,1845.0,,,0,0,0,0,0,0,49
sector 95,flat,sidhartha ncr one,0.55,5556.0,989.92,Built Up area: 990 (91.97 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2.0,2.0,3,15.0,North-East,Undefined,,990.0,950.0,0,0,0,0,0,0,0
sector 72,flat,tata primanti,3.3,15384.0,2145.09,Super Built up area 2145(199.28 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3+,10.0,North-East,Relatively New,2145.0,2000.0,1800.0,0,0,1,0,0,2,165
sector 95,flat,sidhartha ncr one phase,0.55,4867.0,1130.06,Carpet area: 1130 (104.98 sq.m.),2.0,2.0,2,14.0,,New Property,,,1130.0,0,0,0,0,1,0,90
dlf phase,flat,dlf regency park,1.6,14545.0,1100.03,Carpet area: 1100 (102.19 sq.m.),2.0,2.0,2,3.0,North,Relatively New,,,1100.0,0,0,0,0,0,0,52
sector 7,house,independent,2.0,11111.0,1800.0,Plot area 200(167.23 sq.m.),2.0,2.0,1.0,2.0,,Relatively New,,1800.0,,0,0,0,0,0,0,0
sector 79,flat,godrej,1.35,8970.0,1505.02,Super Built up area 1505(139.82 sq.m.),3.0,3.0,2,7.0,South-West,Relatively New,1505.0,,,0,0,0,0,0,0,118
sector 56,flat,smriti apartment,0.45,7500.0,600.0,Super Built up area 600(55.74 sq.m.),1.0,1.0,2,3.0,,Old Property,600.0,,,0,0,0,0,0,0,57
sector 9,house,independent,1.65,18333.0,900.0,Built Up area: 900 (83.61 sq.m.),2.0,3.0,0,3.0,,Undefined,,900.0,,0,0,0,0,0,0,0
sector 48,house,independent,8.4,25926.0,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,3.0,2.0,,Old Property,,3240.0,,0,1,1,0,0,2,15
sector 104,flat,godrej summit,1.2,8298.0,1446.13,Carpet area: 1446 (134.34 sq.m.),3.0,2.0,3+,16.0,,Relatively New,,,1446.0,0,1,0,0,1,2,142
sector 50,house,unitech espace,11.29,34846.0,3240.0,Plot area 360(301.01 sq.m.),5.0,5.0,3+,2.0,,Moderately Old,,3240.0,,0,1,0,0,1,0,21
sector 65,flat,m3m heights,2.1,16653.0,1261.03,Super Built up area 1261(117.15 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,3,8.0,,New Property,1261.0,,800.0,0,0,0,0,0,0,31
sector 65,flat,emaar mgf emerald floors premier,2.36,14303.0,1650.0,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,0.0,North-East,Relatively New,1650.0,,,0,0,1,0,1,2,159
sector 70a,house,bptp visionnaire,5.4,20690.0,2610.0,Plot area 290(242.48 sq.m.),4.0,5.0,3+,3.0,North,Relatively New,,2610.0,,0,1,1,1,1,2,136
dlf phase,flat,dlf royalton tower,6.5,20687.0,3142.07,Super Built up area 2997(278.43 sq.m.),4.0,4.0,3+,9.0,,Moderately Old,2997.0,,,0,0,1,0,0,0,7
sector 113,flat,smart world one dxp,3.45,13269.0,2600.05,Super Built up area 2600(241.55 sq.m.),4.0,4.0,3,11.0,South-East,Under Construction,2600.0,,,0,0,1,0,1,0,156
sector 79,flat,supertech araville,0.71,6061.0,1171.42,Super Built up area 1295(120.31 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2.0,2.0,3+,17.0,North,New Property,1295.0,,1250.0,1,0,0,0,0,0,53
sector 63a,flat,signature global city 63a,1.65,15263.0,1081.05,Super Built up area 1081(100.43 sq.m.),2.0,2.0,2,1.0,,Under Construction,1081.0,,,0,0,0,0,0,0,0
sector 88a,flat,breez global heights 88a,0.5,8375.0,597.01,Carpet area: 597 (55.46 sq.m.),3.0,2.0,2,2.0,,Under Construction,,,597.0,0,0,0,0,0,0,15
sector 83,flat,vatika city homes,0.75,5660.0,1325.09,Super Built up area 1325(123.1 sq.m.),2.0,2.0,2,3.0,West,Relatively New,1325.0,,,0,0,0,0,0,2,49
sector 37d,flat,bptp terra,1.75,7987.0,2191.06,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,4.0,3,7.0,West,Relatively New,2191.0,2100.0,1800.0,1,0,0,0,0,2,120
sector 107,flat,signature global solera,0.36,6569.0,548.03,Super Built up area 548(50.91 sq.m.),2.0,2.0,1,9.0,South,Relatively New,548.0,,,0,0,0,0,0,0,28
sector 22,flat,ambience creacions,2.0,14492.0,1380.07,Carpet area: 1380 (128.21 sq.m.),2.0,2.0,2,9.0,East,Relatively New,,,1380.0,0,0,0,0,0,0,49
sector 109,flat,chintels paradiso,1.97,7490.0,2630.17,Super Built up area 2630(244.33 sq.m.),4.0,4.0,2,11.0,North-East,Relatively New,2630.0,,,0,1,1,0,0,0,49
sector 106,flat,paras dews,1.25,10656.0,1173.05,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3.0,4.0,3,14.0,East,Relatively New,1900.0,1305.0,1173.0,0,0,1,0,1,0,167
sector 48,flat,bestech park view city,2.7,11713.0,2305.13,Super Built up area 2305(214.14 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3+,7.0,North-East,Relatively New,2305.0,2000.0,1700.0,0,0,1,0,1,2,174
sector 65,flat,m3m golfestate,7.0,18181.0,3850.17,Carpet area: 3850 (357.68 sq.m.),3.0,3.0,2,12.0,North,Moderately Old,,,3850.0,0,0,0,1,0,0,60
sohna road,flat,breez global heights,0.25,7002.0,357.04,Super Built up area 414(38.46 sq.m.)Carpet area: 357 sq.ft. (33.17 sq.m.),1.0,1.0,1,1.0,,Relatively New,414.0,,357.0,0,0,0,0,0,0,57
sector 77,flat,emaar palm heights,2.25,11250.0,2000.0,Super Built up area 2000(185.81 sq.m.),3.0,3.0,3,22.0,,New Property,2000.0,,,0,0,1,0,0,2,42
sector 95,flat,rof ananda,0.38,5899.0,644.18,Carpet area: 644.12 (59.84 sq.m.),3.0,2.0,1,2.0,South-East,Relatively New,,,644.0,0,1,0,0,0,2,66
sector 91,flat,tarc maceo,1.8,7758.0,2320.19,Carpet area: 2320 (215.54 sq.m.),4.0,3.0,3+,0.0,North,Relatively New,,,2320.0,0,1,0,0,1,1,45
sector 86,house,dlf new town heights,2.5,7827.0,3194.1,Plot area 3194(296.73 sq.m.),4.0,5.0,3+,4.0,West,Moderately Old,,3194.0,,1,1,1,0,0,2,49
sector 85,flat,ss the leaf,1.12,6453.0,1735.63,Super Built up area 1741(161.74 sq.m.)Built Up area: 1485 sq.ft. (137.96 sq.m.)Carpet area: 1335 sq.ft. (124.03 sq.m.),2.0,2.0,3,10.0,East,Relatively New,1741.0,1485.0,1335.0,1,0,0,0,0,0,49
sector 36a,flat,avl 36 gurgaon,0.37,10539.0,351.08,Super Built up area 352(32.7 sq.m.),1.0,1.0,1,3.0,North,Relatively New,352.0,,,0,0,0,0,0,2,88
sector 69,flat,tulip violet,1.7,8432.0,2016.13,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,10.0,South,New Property,2010.0,,,0,0,0,0,0,0,125
sohna road,flat,mvn athens,0.25,5189.0,481.79,Carpet area: 481.73 (44.75 sq.m.),2.0,2.0,1,3.0,East,Relatively New,,,481.0,0,0,0,0,0,0,51
sector 21,flat,surya vihar rwa,1.3,6500.0,2000.0,Built Up area: 2400 (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),5.0,5.0,2,2.0,South-East,Old Property,,2400.0,2200.0,0,0,1,1,1,2,42
sector 79,flat,mapsko mount ville,1.28,8557.0,1495.85,Super Built up area 1490(138.43 sq.m.)Carpet area: 1063.91 sq.ft. (98.84 sq.m.),3.0,3.0,3,16.0,South,Relatively New,1490.0,,1063.0,0,0,0,0,1,2,128
dlf phase,house,dlf city plots phase 2,15.5,34307.0,4518.0,Plot area 502(419.74 sq.m.),5.0,6.0,3+,3.0,East,Moderately Old,,4518.0,,0,1,1,1,1,0,144
sector 95,flat,ramsons kshitij,0.31,5.0,620000.0,Carpet area: 607936 (56479.1 sq.m.),2.0,2.0,1,1.0,North-East,Relatively New,,,607936.0,1,0,0,0,1,0,65
sector 9,house,independent,0.22,7407.0,297.0,Carpet area: 33 (27.59 sq.m.),2.0,2.0,2.0,1.0,,Undefined,,,33.0,0,0,0,0,0,0,0
sector 95,flat,rof ananda,0.33,60.0,55000.0,Carpet area: 54917 (5101.96 sq.m.),2.0,2.0,1,13.0,South-West,Relatively New,,,54917.0,0,0,0,0,0,0,37
sector 28,house,suncity essel towers,8.95,17900.0,5000.0,Plot area 5000(464.52 sq.m.),5.0,6.0,3+,4.0,,Moderately Old,,5000.0,,0,0,0,0,0,0,0
sector 103,flat,chintamani,1.57,8509.0,1845.11,Built Up area: 1845 (171.41 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3,1.0,North-East,Undefined,,1845.0,1350.0,0,0,0,0,0,0,0
dlf phase,flat,ambience lagoon,4.25,13281.0,3200.06,Super Built up area 3200(297.29 sq.m.)Carpet area: 3156 sq.ft. (293.2 sq.m.),3.0,4.0,3+,3.0,North-East,Old Property,3200.0,,3156.0,0,1,1,0,0,2,143
sector 109,flat,sbtl caladium,1.88,6153.0,3055.42,Super Built up area 3055(283.82 sq.m.),4.0,5.0,3,10.0,North-East,Relatively New,3055.0,,,0,0,0,0,0,0,110
sector 112,house,experion windchants,7.46,10260.0,7271.0,Built Up area: 6350 (589.93 sq.m.),4.0,4.0,3+,2.0,East,Relatively New,,6350.0,,0,1,1,0,0,2,62
sector 71,flat,chd avenue,1.25,7171.0,1743.13,Super Built up area 1743(161.93 sq.m.),3.0,4.0,2,7.0,East,Relatively New,1743.0,,,0,0,1,0,0,2,160
sector 92,flat,sare petioles,1.3,6373.0,2039.86,Built Up area: 2040 (189.52 sq.m.),4.0,4.0,0,7.0,,Undefined,,2040.0,,0,0,0,0,0,0,0
sector 33,flat,godrej nature plus,1.45,15664.0,925.69,Built Up area: 118 Carpet area: 86 sq.m.,3.0,2.0,3+,20.0,,Under Construction,,118.0,86.0,0,0,0,0,1,0,144
sector 95,flat,ramsons kshitij,0.45,4591.0,980.18,Super Built up area 980(91.04 sq.m.),2.0,2.0,1,2.0,,Relatively New,980.0,,,0,0,0,0,1,0,89
sector 50,house,independent,6.5,21667.0,3000.0,Built Up area: 3000 (278.71 sq.m.),5.0,6.0,0,1.0,,Undefined,,3000.0,,0,0,0,0,0,0,0
sector 51,flat,the arzoo cghs,2.1,9130.0,2300.11,Built Up area: 2300 (213.68 sq.m.),4.0,4.0,3,1.0,,Relatively New,,2300.0,,0,0,0,0,0,0,58
sector 65,flat,m3m golfestate,5.0,18518.0,2700.08,Super Built up area 2979(276.76 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),3.0,3.0,3+,28.0,North-East,Relatively New,2979.0,2800.0,2700.0,0,1,1,0,0,2,165
sector 113,flat,la vida by tata housing,2.45,11050.0,2217.19,Super Built up area 2217(205.97 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),3.0,3.0,3+,3.0,North-East,Relatively New,2217.0,1890.0,1680.0,0,0,0,0,1,0,174
sector 48,flat,central park 2 bellevue,2.75,10754.0,2557.19,Super Built up area 2557(237.55 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),3.0,4.0,3+,3.0,,Moderately Old,2557.0,,2550.0,0,0,0,0,0,0,32
sector 79,flat,godrej aria,0.95,6551.0,1450.16,Carpet area: 1450 (134.71 sq.m.),2.0,2.0,3,5.0,East,Relatively New,,,1450.0,0,0,0,0,0,2,174
sector 108,flat,sobha city,3.35,13266.0,2525.25,Super Built up area 2072.9(192.58 sq.m.),3.0,4.0,2,19.0,,New Property,2072.0,,,0,0,0,0,0,0,102
sector 104,flat,godrej summit,1.3,7893.0,1647.03,Super Built up area 1647(153.01 sq.m.),3.0,3.0,3,8.0,,New Property,1647.0,,,1,0,0,0,0,0,103
sector 76,house,ninex city,1.75,6250.0,2800.0,Carpet area: 2800 (260.13 sq.m.),4.0,4.0,0,14.0,,Undefined,,,2800.0,0,0,0,0,0,0,0
sector 89,flat,smart world gems,1.16,10500.0,1104.76,Super Built up area 1103(102.47 sq.m.),3.0,2.0,3,1.0,,New Property,1103.0,,,0,0,0,0,1,0,49
sector 84,flat,antriksh heights,0.85,5556.0,1529.88,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3,10.0,North-West,New Property,1350.0,,,1,0,0,0,1,0,24
sector 22,flat,ambience creacions,6.16,20533.0,3000.05,Carpet area: 3000 (278.71 sq.m.),4.0,5.0,3+,10.0,South-East,New Property,,,3000.0,0,1,1,0,0,2,49
sector 85,flat,ss the leaf,1.91,5026.0,3800.24,Super Built up area 3950(366.97 sq.m.)Built Up area: 3890 sq.ft. (361.39 sq.m.)Carpet area: 3800 sq.ft. (353.03 sq.m.),4.0,6.0,3,6.0,North,Relatively New,3950.0,3890.0,3800.0,0,0,1,0,0,0,174
sector 67a,flat,pyramid urban,0.62,11854.0,523.03,Carpet area: 523 (48.59 sq.m.),2.0,2.0,2,2.0,South,Relatively New,,,523.0,0,0,0,0,0,0,64
sector 15,house,independent,1.45,12393.0,1170.0,Plot area 130(108.7 sq.m.)Built Up area: 130 sq.yards (108.7 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),4.0,4.0,2.0,2.0,North,Old Property,,130.0,100.0,1,0,0,0,0,0,13
sector 69,flat,tulip leaf,2.06,11386.0,1809.24,Super Built up area 1812(168.34 sq.m.),3.0,3.0,3,16.0,South-West,Relatively New,1812.0,,,0,0,0,0,0,0,49
sheetla colony,house,independent,1.65,75000.0,220.0,Built Up area: 220 (20.44 sq.m.),9.0,9.0,0,1.0,,New Property,,220.0,,0,0,0,0,0,0,0
sector 10a,flat,karmyogi apartment,2.3,6467.0,3556.52,Carpet area: 3556 (330.36 sq.m.),6.0,4.0,2,6.0,,Moderately Old,,,3556.0,0,0,0,0,0,0,0
sector 5,flat,mvn athens sohna gurgaon,0.28,5833.0,480.03,Carpet area: 480 (44.59 sq.m.),2.0,2.0,1,2.0,,Relatively New,,,480.0,0,0,0,0,0,0,42
sector 50,flat,unitech fresco,1.14,8532.0,1336.15,Super Built up area 1336(124.12 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2.0,2.0,2,19.0,East,Moderately Old,1336.0,1330.0,1100.0,1,0,0,0,0,2,174
sector 74,flat,m3m skywalk,1.48,12333.0,1200.03,Super Built up area 1400(130.06 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,13.0,North-East,Relatively New,1400.0,1300.0,1200.0,0,0,0,1,0,0,158
sector 90,flat,dlf regal gardens,1.65,7449.0,2215.06,Super Built up area 2215(205.78 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4.0,4.0,3+,8.0,East,Relatively New,2215.0,1900.0,1700.0,1,0,0,0,0,0,79
sector 95,flat,signature the roselia,0.45,7908.0,569.04,Carpet area: 569 (52.86 sq.m.),2.0,2.0,2,2.0,East,New Property,,,569.0,0,0,0,0,0,2,31
sector 92,flat,dlf garden city floors,1.7,8588.0,1979.51,Super Built up area 1630(151.43 sq.m.),3.0,4.0,2,1.0,,Under Construction,1630.0,,,0,0,0,0,0,0,63
sector 40,house,independent,9.5,40135.0,2367.0,Plot area 263(219.9 sq.m.),12.0,12.0,3+,4.0,,New Property,,2367.0,,0,0,0,1,0,2,57
sector 49,flat,orchid petals,4.52,10984.0,4115.08,Super Built up area 4115(382.3 sq.m.),5.0,5.0,3+,14.0,West,Moderately Old,4115.0,,,0,1,1,0,1,0,49
sector 49,flat,vatika city,3.6,11920.0,3020.13,Carpet area: 3020 (280.57 sq.m.),4.0,5.0,3,7.0,,Moderately Old,,,3020.0,0,1,1,0,0,1,15
sector 65,flat,emaar mgf emerald floors premier,2.8,16969.0,1650.07,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,4.0,3,2.0,North,Relatively New,1975.0,1800.0,1650.0,0,0,0,0,1,2,89
sector 23,house,independent,2.4,12000.0,2000.0,Plot area 2000(185.81 sq.m.),3.0,3.0,2.0,2.0,North-East,Moderately Old,,2000.0,,0,1,0,1,0,0,28
sector 85,flat,ss the leaf,1.22,13318.0,916.05,Super Built up area 1772(164.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 916 sq.ft. (85.1 sq.m.),2.0,2.0,3,16.0,North-East,Relatively New,1772.0,1300.0,916.0,0,0,0,1,0,0,81
sector 92,flat,signature global city 92,0.78,7722.0,1010.1,Super Built up area 1010(93.83 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,3,2.0,,Under Construction,1010.0,,700.0,1,0,0,0,0,0,24
sector 85,flat,ss the leaf,1.78,7392.0,2408.01,Super Built up area 2408(223.71 sq.m.),3.0,4.0,3+,6.0,West,New Property,2408.0,,,0,0,0,1,0,0,113
sector 92,flat,signature global city 92,0.99,9074.0,1091.03,Built Up area: 1091 (101.36 sq.m.),3.0,2.0,3,1.0,,Under Construction,,1091.0,,0,0,0,0,0,0,24
sector 107,flat,m3m woodshire,1.65,5960.0,2768.46,Super Built up area 2768(257.16 sq.m.),4.0,5.0,3+,12.0,North-West,Relatively New,2768.0,,,0,0,1,0,0,0,21
sector 62,flat,pioneer araya,10.75,19500.0,5512.82,Super Built up area 5514(512.27 sq.m.),5.0,7.0,3,10.0,North-East,Relatively New,5514.0,,,0,0,1,0,0,2,153
a block,house,independent,9.85,29638.0,3323.4,Plot area 418(349.5 sq.m.),5.0,5.0,2.0,3.0,West,Old Property,,3762.0,,0,1,1,0,1,0,21
sector 82a,flat,dlf the primus,2.25,10714.0,2100.06,Carpet area: 2100 (195.1 sq.m.),3.0,3.0,3+,29.0,East,Relatively New,,,2100.0,0,0,1,0,0,1,72
sector 69,flat,tulip violet,1.7,8457.0,2010.17,Super Built up area 2010(186.74 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),4.0,4.0,2,10.0,South-West,Relatively New,2010.0,,1610.0,0,1,1,1,1,0,174
sector 83,flat,emaar palm gardens,1.8,9474.0,1899.94,Built Up area: 1900 (176.52 sq.m.),3.0,4.0,0,9.0,,Undefined,,1900.0,,0,0,0,0,0,0,55
sector 72,flat,tata primanti,4.1,14100.0,2907.8,Super Built up area 2905(269.88 sq.m.),4.0,5.0,3+,39.0,,New Property,2905.0,,,1,0,1,0,0,0,103
sector 53,house,independent,4.65,17574.0,2646.0,Plot area 294(245.82 sq.m.),5.0,5.0,3+,1.0,,Moderately Old,,2646.0,,0,0,0,0,0,2,0
sector 66,house,emaar mgf marbella,15.1,18605.0,8116.1,Plot area 754,5.0,5.0,3+,3.0,East,New Property,,6786.0,,0,1,1,1,1,0,120
sector 12,house,rk excelo,0.6,120000.0,50.0,Plot area 50(4.65 sq.m.)Built Up area: 30 sq.ft. (2.79 sq.m.)Carpet area: 15 sq.ft. (1.39 sq.m.),5.0,3.0,2.0,3.0,North,Moderately Old,,30.0,15.0,1,0,0,0,0,0,0
sector 93,flat,signature global orchard avenue 2,,,,Carpet area: 577.11 (53.62 sq.m.),2.0,2.0,3,11.0,East,Under Construction,,,577.0,0,0,0,0,0,0,104
golf course,house,independent,1.6,160000.0,100.0,Plot area 100(9.29 sq.m.),3.0,2.0,2.0,41.0,,Relatively New,,100.0,,0,0,0,0,0,0,0
sector 83,flat,emaar palm gardens,1.38,8023.0,1720.05,Super Built up area 1720(159.79 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3.0,3.0,3,5.0,South-West,Relatively New,1720.0,1350.0,1150.0,0,0,1,0,0,2,8
sector 105,house,rajendra park gurgaon,0.37,10277.0,360.0,Plot area 360(33.45 sq.m.),4.0,3.0,2.0,3.0,East,Relatively New,,360.0,,0,0,0,0,0,0,0
dlf phase,house,independent,3.2,59259.0,540.0,Plot area 60(50.17 sq.m.),14.0,14.0,3+,6.0,West,Relatively New,,540.0,,0,0,0,0,0,1,15
sohna road road,house,independent,6.25,6944.0,9000.6,Plot area 1000(836.13 sq.m.),3.0,3.0,0,1.0,,Moderately Old,,9000.0,,0,0,0,0,0,0,0
sector 86,flat,ansal heights 86,0.74,5441.0,1360.04,Super Built up area 1360(126.35 sq.m.),2.0,2.0,1,11.0,,Under Construction,1360.0,,,1,0,0,0,0,0,45
sector 69,flat,tulip violet,1.2,10909.0,1100.01,Built Up area: 1100 (102.19 sq.m.),2.0,3.0,0,0.0,,Undefined,,1100.0,,0,0,0,0,0,0,54
c block,house,independent,5.75,29716.0,1935.0,Plot area 215(179.77 sq.m.),4.0,4.0,2.0,2.0,North,Old Property,,1935.0,,0,1,1,1,0,0,34
sector 79,flat,supertech araville,0.95,6209.0,1530.04,Super Built up area 1530(142.14 sq.m.),2.0,2.0,3,7.0,North-East,New Property,1530.0,,,0,0,0,0,1,0,49
sohna road road,house,independent,5.5,5093.0,10799.1,Plot area 1200(1003.35 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),3.0,3.0,3+,2.0,West,Moderately Old,,3500.0,,1,1,1,0,1,0,49
sector 81,flat,lavanya apartments,0.9,5056.0,1780.06,Built Up area: 1780 (165.37 sq.m.),3.0,3.0,0,7.0,,Undefined,,1780.0,,0,0,0,0,0,0,0
sector 82,flat,vatika the seven lamps,1.0,6969.0,1434.93,Super Built up area 1435(133.32 sq.m.),2.0,2.0,2,14.0,,Relatively New,1435.0,,,1,0,0,0,1,0,69
sector 37d,flat,bptp terra,1.55,8558.0,1811.17,Super Built up area 1811(168.25 sq.m.),3.0,3.0,3+,11.0,South,Relatively New,1811.0,,,0,0,0,0,0,0,79
sector 56,house,independent,2.99,20635.0,1449.0,Plot area 161(134.62 sq.m.),4.0,4.0,2.0,2.0,South,Moderately Old,,1449.0,,0,1,1,0,1,2,49
sector 3,flat,apna enclave,0.55,5789.0,950.08,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 744 sq.ft. (69.12 sq.m.),2.0,2.0,2,2.0,North-East,Old Property,950.0,900.0,744.0,0,0,0,0,0,0,66
south city,house,independent,7.0,28283.0,2475.0,Plot area 275(229.94 sq.m.),7.0,7.0,3+,3.0,South-West,Moderately Old,,2475.0,,0,1,1,1,1,1,151
sector 88a,flat,godrej oasis,2.65,16747.0,1582.37,Carpet area: 124,3.0,3.0,3+,10.0,,New Property,,,124.0,0,0,0,0,0,0,110
sector 67,flat,m3m merlin,2.8,13671.0,2048.13,Super Built up area 2048(190.27 sq.m.),3.0,3.0,3,2.0,East,Relatively New,2048.0,,,0,0,0,1,0,1,174
sector 92,flat,sare crescent parc,0.66,4977.0,1326.1,Carpet area: 1326 (123.19 sq.m.),3.0,2.0,2,15.0,North,Relatively New,,,1326.0,0,0,0,0,0,1,44
sector 49,house,ss aaron ville,6.5,18808.0,3456.0,Plot area 384(321.07 sq.m.),5.0,5.0,2.0,2.0,North-East,Relatively New,,3456.0,,0,1,1,0,1,2,28
sohna road,flat,signature global park,0.9,8036.0,1119.96,Built Up area: 1120 (104.05 sq.m.),3.0,2.0,0,2.0,,Under Construction,,1120.0,,0,0,0,0,0,0,58
sector 90,flat,shree vardhman flora,0.92,4717.0,1950.39,Carpet area: 1950 (181.16 sq.m.),3.0,3.0,2,6.0,North,Relatively New,,,1950.0,0,0,0,0,1,2,49
sector 90,flat,dlf new town heights,1.25,6476.0,1930.2,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3.0,3.0,3+,6.0,West,Relatively New,1930.0,1929.0,1928.0,0,1,1,0,0,0,136
sector 48,flat,parsvnath green ville,2.0,7765.0,2575.66,Super Built up area 2125(197.42 sq.m.),3.0,3.0,0,15.0,,Relatively New,2125.0,,,0,0,1,0,0,0,74
sector 50,house,unitech espace,10.45,32253.0,3240.0,Plot area 360(301.01 sq.m.),5.0,7.0,3+,3.0,,Moderately Old,,3240.0,,1,1,1,0,1,2,153
sector 81,flat,dlf the ultima,2.35,11174.0,2103.1,Super Built up area 2103(195.38 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,3+,14.0,South,Relatively New,2103.0,1550.0,1257.0,1,1,1,0,1,1,49
sohna road,flat,trisara our homes 3,0.34,5405.0,629.05,Carpet area: 629 (58.44 sq.m.),2.0,2.0,1,0.0,,New Property,,,629.0,0,0,0,0,0,0,0
sector 33,flat,godrej nature plus,1.5,9677.0,1550.07,Super Built up area 1550(144 sq.m.),3.0,3.0,3,6.0,East,Under Construction,1550.0,,,0,0,0,0,1,0,72
sector 108,flat,raheja vedaanta,0.7,4651.0,1505.05,Super Built up area 1505(139.82 sq.m.),2.0,2.0,2,12.0,South,Moderately Old,1505.0,,,0,0,0,0,0,0,72
sector 12,house,independent,3.5,133079.0,263.0,Plot area 263(24.43 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 4400 sq.ft. (408.77 sq.m.),8.0,8.0,3+,3.0,South-East,Relatively New,,4800.0,4400.0,0,1,1,0,1,1,77
dlf phase,house,independent,3.25,30384.0,1069.6,Plot area 1069.63(99.37 sq.m.),4.0,4.0,3.0,3.0,,Old Property,,1069.0,,0,0,0,0,0,0,15
sector 86,flat,dlf the skycourt,2.2,11500.0,1913.04,Super Built up area 1930(179.3 sq.m.),3.0,3.0,1,7.0,,Relatively New,1930.0,,,0,1,0,0,0,1,77
sector 113,flat,la vida by tata housing,1.32,10344.0,1276.1,Super Built up area 1276(118.54 sq.m.)Built Up area: 1199 sq.ft. (111.39 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),2.0,2.0,2,3.0,North-East,Relatively New,1276.0,1199.0,1099.0,0,0,0,0,0,0,49
sector 79,flat,mapsko mount ville,1.4,9395.0,1490.15,Carpet area: 1490 (138.43 sq.m.),3.0,3.0,3,2.0,North,New Property,,,1490.0,0,0,0,0,0,2,112
sector 33,flat,godrej nature plus,1.15,11558.0,994.98,Carpet area: 92.44,2.0,2.0,2,15.0,,Under Construction,,,92.0,0,0,0,0,0,0,38
sector 33,house,unitech uniworld resorts,,,,Plot area 520(434.79 sq.m.),5.0,8.0,3+,4.0,West,Relatively New,,520.0,,0,0,1,1,0,2,100
sushant lok,house,independent,4.6,21296.0,2160.0,Plot area 240(200.67 sq.m.),3.0,3.0,3+,2.0,North,Old Property,,2160.0,,0,1,1,1,0,2,37
