sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,SuperBuiltUpArea,builtUpArea,carpetArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score,area_to_bedroom
sector 86,flat,dlf the skycourt,1.59,8242.0,1929.14,Super Built up area 1929(179.21 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1548 sq.ft. (143.81 sq.m.),3.0,3.0,3,17.0,East,Relatively New,1929.0,1700.0,1548.0,1,0,0,0,0,2,165,643.0466666666667
sector 108,house,independent,1.34,5000.0,2680.0,Built Up area: 2680 (248.98 sq.m.),1.0,1.0,0,1.0,,Undefined,,2680.0,,0,0,0,0,0,0,0,2680.0
sector 95,flat,sidhartha ncr one,0.56,4106.0,1363.86,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,2,10.0,,Undefined,,1364.0,1200.0,0,0,0,0,0,0,0,681.93
sector 78,flat,umang monsoon breeze,0.8,4836.0,1654.26,Super Built up area 1654(153.66 sq.m.)Built Up area: 1472 sq.ft. (136.75 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),3.0,2.0,2,7.0,South,Moderately Old,1654.0,1472.0,1310.0,0,1,0,0,0,0,102,551.42
sector 49,flat,orchid petals,2.35,11559.0,2033.05,Super Built up area 2033(188.87 sq.m.)Built Up area: 2030 sq.ft. (188.59 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3.0,3.0,3,15.0,West,Relatively New,2033.0,2030.0,1750.0,1,0,0,0,0,0,49,677.6833333333333
sector 104,flat,ats triumph,2.52,8000.0,3150.0,Super Built up area 3150(292.64 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3+,19.0,North-East,Relatively New,3150.0,2800.0,2400.0,0,0,1,1,0,2,156,787.5
sector 85,flat,orris aster court premier,1.38,6509.0,2120.14,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),3.0,4.0,2,6.0,North-East,Relatively New,2120.0,1616.0,,0,0,1,0,0,0,76,706.7133333333333
sector 95,flat,signature global rosellia,0.45,8754.0,514.05,Carpet area: 514 (47.75 sq.m.),2.0,2.0,2,14.0,,New Property,,,514.0,0,0,0,0,0,0,24,257.025
sector 48,house,vipul tatvam villa,7.65,19125.0,4000.0,Built Up area: 4000 (371.61 sq.m.),4.0,4.0,3.0,2.0,North-East,Moderately Old,,4000.0,,1,0,1,0,1,0,49,1000.0
sector 104,flat,puri emerald bay,2.25,10465.0,2150.02,Super Built up area 2450(227.61 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),3.0,4.0,3+,4.0,North,Relatively New,2450.0,,2150.0,0,0,1,0,0,2,159,716.6733333333333
sector 91,flat,dlf new town heights,2.0,6967.0,2870.68,Super Built up area 2727(253.35 sq.m.),4.0,4.0,3+,16.0,East,Moderately Old,2727.0,,,0,1,1,0,1,0,65,717.67
sector 82a,flat,vatika inxt floors,0.75,7500.0,1000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,2,1.0,,Undefined,,1000.0,650.0,0,0,0,0,0,0,0,500.0
sector 102,flat,suncity avenue,0.48,9022.0,532.03,Super Built up area 632(58.71 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),2.0,2.0,1,5.0,North-East,Relatively New,632.0,,532.0,0,0,0,1,0,0,159,266.015
sector 108,flat,experion the heartsong,1.68,8387.0,2003.1,Super Built up area 2003(186.08 sq.m.)Built Up area: 1338.29 sq.ft. (124.33 sq.m.)Carpet area: 986.41 sq.ft. (91.64 sq.m.),3.0,3.0,3+,4.0,East,Relatively New,2003.0,1338.0,986.0,0,0,1,0,1,2,86,667.6999999999999
sector 33,flat,central park flower valley,2.2,10476.0,2100.04,Super Built up area 2100(195.1 sq.m.),3.0,3.0,3,12.0,North-East,New Property,2100.0,,,0,0,1,0,0,2,49,700.0133333333333
sector 93,house,dlf gardencity enclave,1.3,11284.0,1152.1,Plot area 1152(107.02 sq.m.),3.0,2.0,1.0,3.0,,Relatively New,,1152.0,,0,0,0,0,0,0,50,384.0333333333333
sector 65,flat,emaar mgf emerald floors premier,2.9,14683.0,1975.07,Super Built up area 1975(183.48 sq.m.),4.0,4.0,3+,4.0,North-East,Relatively New,1975.0,,,0,0,1,0,1,2,152,493.7675
sector 66,flat,emaar mgf the palm drive,3.5,15901.0,2201.12,Super Built up area 2201(204.48 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,2,4.0,South,Relatively New,2201.0,2200.0,1800.0,0,0,0,0,1,0,89,733.7066666666666
sector 69,flat,tulip violet,1.29,8227.0,1568.01,Super Built up area 1568(145.67 sq.m.),3.0,3.0,1,12.0,North-East,Relatively New,1568.0,,,0,1,0,0,0,2,86,522.67
sector 14,house,sector 14 rwa,6.5,20635.0,3150.0,Plot area 350(292.64 sq.m.),4.0,4.0,3+,2.0,,Moderately Old,,3150.0,,0,0,0,0,0,0,0,787.5
sohna road,flat,gls arawali homes,0.35,7000.0,500.0,Super Built up area 567(52.68 sq.m.)Built Up area: 556 sq.ft. (51.65 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2.0,2.0,2,5.0,,Relatively New,567.0,556.0,500.0,0,0,0,0,0,0,30,250.0
sector 43,flat,bhawna cghs,3.25,10156.0,3200.08,Super Built up area 3200(297.29 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4.0,4.0,3+,12.0,,Moderately Old,3200.0,,3000.0,0,1,0,0,0,2,119,800.02
sector 2,house,palam vihar extension west zone rwa,0.4,4444.0,900.1,Plot area 900(83.61 sq.m.),3.0,4.0,2.0,2.0,West,Moderately Old,,900.0,,0,0,0,0,0,0,36,300.03333333333336
sector 83,flat,vatika lifestyle homes,1.15,6552.0,1755.19,Super Built up area 1755(163.04 sq.m.),3.0,2.0,3,15.0,,Relatively New,1755.0,,,0,0,0,0,0,0,37,585.0633333333334
sector 92,flat,sare crescent parc royal greens phase 1,0.95,5007.0,1897.34,Super Built up area 1897(176.24 sq.m.),4.0,5.0,3+,4.0,,Moderately Old,1897.0,,,0,0,1,0,0,0,37,474.335
sector 49,flat,vatika city,1.72,7818.0,2200.05,Carpet area: 2200 (204.39 sq.m.),3.0,3.0,2,2.0,North-East,Old Property,,,2200.0,0,0,0,0,0,2,144,733.35
sector 108,flat,sobha city,2.95,14727.0,2003.12,Super Built up area 2003(186.08 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,4.0,2,12.0,East,Relatively New,2003.0,1600.0,1400.0,0,0,0,0,0,0,49,667.7066666666666
sector 67a,flat,ireo the corridors,1.85,9531.0,1941.03,Built Up area: 1941 (180.32 sq.m.),3.0,4.0,3,4.0,East,New Property,,1941.0,,0,0,0,1,1,2,150,647.01
sector 28,flat,maruti vihar,1.0,9090.0,1100.11,Super Built up area 1100(102.19 sq.m.),1.0,1.0,1,1.0,North,Old Property,1100.0,,,0,1,0,0,1,2,80,1100.11
sector 65,flat,m3m heights,2.65,18492.0,1433.05,Super Built up area 1433(133.13 sq.m.),2.0,2.0,3,4.0,North-East,New Property,1433.0,,,0,0,0,0,1,0,38,716.525
sector 108,flat,experion the heartsong,0.87,11845.0,734.49,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2.0,3.0,3,2.0,South-West,Relatively New,1283.0,978.0,734.0,0,0,1,0,0,2,123,367.245
sector 92,flat,ansal heights,0.6,4546.0,1319.84,Super Built up area 1320(122.63 sq.m.),2.0,2.0,3,11.0,,Under Construction,1320.0,,,1,0,0,0,0,0,23,659.92
manesar,flat,professional society,0.75,3067.0,2445.39,Carpet area: 2445 (227.15 sq.m.),3.0,4.0,3,3.0,East,Relatively New,,,2445.0,0,0,1,0,0,0,21,815.13
sector 89,flat,smart world gems,1.16,8151.0,1423.14,Carpet area: 1423 (132.2 sq.m.),3.0,3.0,2,3.0,South-East,Under Construction,,,1423.0,0,0,0,0,1,0,68,474.38000000000005
sector 65,flat,emaar mgf emerald floors premier,2.4,14545.0,1650.05,Super Built up area 1650(153.29 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,3.0,3,3.0,East,Relatively New,1650.0,1600.0,1250.0,0,0,1,0,1,2,49,550.0166666666667
sector 70,flat,shree vardhman victoria,1.23,9111.0,1350.02,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3,1.0,North-East,Relatively New,1350.0,,,0,0,0,0,1,0,43,675.01
sector 79,flat,mapsko mount ville,1.3,8724.0,1490.14,Super Built up area 1490(138.43 sq.m.)Built Up area: 1176 sq.ft. (109.25 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3.0,3.0,3,19.0,East,Relatively New,1490.0,1176.0,863.0,0,0,0,1,0,2,102,496.71333333333337
c block,house,independent,14.0,39886.0,3510.0,Plot area 390(326.09 sq.m.),9.0,9.0,3+,4.0,North,Moderately Old,,3510.0,,0,0,1,0,0,0,7,390.0
sector 65,flat,m3m heights,2.15,15003.0,1433.05,Built Up area: 1433 (133.13 sq.m.),2.0,2.0,3+,28.0,East,Undefined,,1433.0,,0,0,0,0,0,0,48,716.525
sector 109,house,international city by sobha phase 2,10.0,27778.0,3600.0,Plot area 400(334.45 sq.m.),4.0,5.0,3+,2.0,East,New Property,,3600.0,,1,1,1,0,1,2,49,900.0
sector 92,flat,gls avenue 51,0.5,7812.0,640.04,Super Built up area 640(59.46 sq.m.),3.0,3.0,1,0.0,,Relatively New,640.0,,,0,0,0,0,0,0,0,213.34666666666666
sector 61,flat,smart world orchard,1.47,12782.0,1150.05,Carpet area: 1150 (106.84 sq.m.),2.0,2.0,2,4.0,East,Under Construction,,,1150.0,0,0,0,0,1,0,31,575.025
sushant lok,house,ansal sushant lok plots,3.3,26570.0,1242.0,Plot area 138(115.39 sq.m.),1.0,1.0,0,,,Under Construction,,1242.0,,0,0,0,0,0,0,0,1242.0
sector 81,flat,signature global synera,0.39,6500.0,600.0,Carpet area: 600 (55.74 sq.m.),2.0,2.0,2,6.0,South-West,Relatively New,,,600.0,0,0,0,0,0,0,37,300.0
sector 66,flat,ireo uptown,1.5,11219.0,1337.02,Super Built up area 1337(124.21 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2.0,3.0,3,1.0,South,Relatively New,1337.0,1330.0,1050.0,1,0,1,0,0,2,79,668.51
dlf phase,house,independent,2.6,24074.0,1080.0,Plot area 120(100.34 sq.m.),4.0,4.0,3+,4.0,,Relatively New,,1080.0,,0,1,0,1,1,1,0,270.0
dlf phase,house,dlf city plots phase 2,6.5,33592.0,1935.0,Plot area 215(179.77 sq.m.),3.0,9.0,3+,3.0,West,Old Property,,1935.0,,0,1,1,1,1,2,142,645.0
sector 78,flat,raheja revanta,1.2,10018.0,1197.84,Super Built up area 1197.8(111.28 sq.m.)Carpet area: 505 sq.ft. (46.92 sq.m.),1.0,2.0,2,32.0,,Under Construction,1197.0,,505.0,0,0,0,0,0,0,39,1197.84
sector 37c,flat,imperia elvedor,0.55,8221.0,669.02,Built Up area: 669 (62.15 sq.m.),1.0,1.0,0,5.0,,Undefined,,669.0,,0,0,0,0,0,0,0,669.02
sector 113,flat,m3m capital,1.83,13969.0,1310.04,Built Up area: 1310 (121.7 sq.m.),2.0,2.0,0,7.0,,Undefined,,1310.0,,0,0,0,0,0,0,68,655.02
sector 70,flat,tulip ivory,5.0,10416.0,4800.31,Carpet area: 4800 (445.93 sq.m.),6.0,7.0,3+,0.0,,Relatively New,,,4800.0,0,0,1,0,1,0,119,800.0516666666667
manesar,house,independent,2.0,14954.0,1337.4,Plot area 1337.4(124.25 sq.m.),3.0,1.0,0,3.0,North,Moderately Old,,1337.0,,0,0,0,0,0,0,16,445.8
sector 108,flat,experion the heartsong,2.0,7196.0,2779.32,Super Built up area 2779(258.18 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4.0,4.0,3+,10.0,North-East,Relatively New,2779.0,2500.0,2300.0,0,1,1,0,0,2,174,694.83
sector 79,flat,godrej aria,1.0,6653.0,1503.08,Super Built up area 1503(139.63 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,2,4.0,North-West,Relatively New,1503.0,1300.0,1200.0,0,0,0,0,1,0,49,751.54
sector 69,flat,tulip lemon,0.62,12863.0,482.0,Carpet area: 482 (44.78 sq.m.),2.0,2.0,1,4.0,North-East,Relatively New,,,482.0,0,0,0,0,0,2,108,241.0
sector 82,flat,vatika iris floors,0.63,5590.0,1127.01,Super Built up area 1134(105.35 sq.m.),2.0,2.0,3+,2.0,East,Relatively New,1134.0,,,0,0,0,0,1,0,110,563.505
sector 2,house,independent,1.15,19360.0,594.0,Plot area 66(55.18 sq.m.),3.0,3.0,2.0,2.0,South-East,Old Property,,594.0,,0,0,0,0,0,2,32,198.0
sector 12,flat,ss radiance residency,0.6,5660.0,1060.07,Carpet area: 1060 (98.48 sq.m.),3.0,3.0,2,3.0,North-East,Relatively New,,,1060.0,0,0,0,0,0,0,44,353.3566666666666
sector 90,flat,dlf new town heights,1.75,5720.0,3059.44,Super Built up area 2727(253.35 sq.m.),4.0,4.0,3+,17.0,South,Relatively New,2727.0,,,0,1,1,0,0,0,88,764.86
sector 37c,flat,corona optus,1.43,7185.0,1990.26,Super Built up area 1990(184.88 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3+,2.0,North-West,Relatively New,1990.0,,1700.0,1,0,1,0,1,0,49,663.42
sohna road,flat,trisara our homes 3,0.21,4339.0,483.98,Built Up area: 484 (44.97 sq.m.),1.0,1.0,0,2.0,,Undefined,,484.0,,0,0,0,0,0,0,0,483.98
sector 108,flat,sobha city,2.4,17378.0,1381.06,Super Built up area 1381(128.3 sq.m.),2.0,2.0,2,14.0,,New Property,1381.0,,,0,0,0,0,0,2,113,690.53
sector 48,house,vipul tatvam villa,7.69,24069.0,3195.0,Plot area 355(296.83 sq.m.),4.0,5.0,3.0,2.0,North-West,Moderately Old,,3195.0,,0,1,1,1,1,2,110,798.75
sector 77,flat,emaar mgf palm hills,1.25,8620.0,1450.12,Carpet area: 1450 (134.71 sq.m.),3.0,4.0,3,1.0,West,Relatively New,,,1450.0,0,0,1,0,0,2,104,483.3733333333333
sector 113,flat,la vida by tata housing,2.48,14090.0,1760.11,Super Built up area 2217(205.97 sq.m.)Built Up area: 1980 sq.ft. (183.95 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3.0,3.0,3+,8.0,,New Property,2217.0,1980.0,1760.0,0,0,1,0,0,0,79,586.7033333333333
dlf phase,house,dlf city plots phase 2,10.5,29022.0,3618.0,Plot area 402(37.35 sq.m.),4.0,4.0,2.0,2.0,East,Old Property,,402.0,,0,1,1,0,0,2,91,904.5
sector 22,flat,ambience creacions,4.3,13915.0,3090.19,Super Built up area 3090(287.07 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,4.0,3+,6.0,South-West,Relatively New,3090.0,2600.0,2100.0,1,0,1,0,0,1,120,1030.0633333333333
sector 61,flat,smart world orchard,2.6,14723.0,1765.94,Super Built up area 1630(151.43 sq.m.),3.0,3.0,2,2.0,,New Property,1630.0,,,0,0,0,0,0,0,47,588.6466666666666
sector 66,house,emaar mgf marbella,8.8,41615.0,2114.6,Built Up area: 267 (223.25 sq.m.),4.0,4.0,3+,3.0,South-East,Relatively New,,267.0,,0,1,1,1,0,0,107,528.65
sector 92,flat,sare green parc,0.75,4820.0,1556.02,Built Up area: 1556 (144.56 sq.m.)Carpet area: 1261 sq.ft. (117.15 sq.m.),3.0,2.0,2,16.0,,Undefined,,1556.0,1261.0,0,0,0,0,0,0,0,518.6733333333333
sohna road,flat,eldeco accolade,0.73,5775.0,1264.07,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2.0,2.0,3,5.0,West,Relatively New,1264.0,,730.0,0,1,0,0,0,0,33,632.035
sector 79,flat,godrej aria,1.3,9622.0,1351.07,Super Built up area 1351(125.51 sq.m.),2.0,4.0,2,3.0,East,Relatively New,1351.0,,,0,0,0,0,0,0,53,675.535
sector 36a,flat,avl 36 gurgaon,0.75,7500.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 727 sq.ft. (67.54 sq.m.),2.0,2.0,2,5.0,North-East,Relatively New,1000.0,,727.0,0,0,0,0,0,0,26,500.0
sector 33,flat,godrej nature plus,1.1,7971.0,1380.0,Carpet area: 1380 (128.21 sq.m.),2.0,2.0,2,14.0,North,Undefined,,,1380.0,0,0,0,0,0,0,56,690.0
sector 84,flat,alpha corp gurgaonone,1.5,7641.0,1963.09,Super Built up area 1963(182.37 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3,20.0,North-West,Relatively New,1963.0,,1700.0,0,0,1,0,0,2,37,654.3633333333333
sector 90,flat,dlf new town heights,1.6,6768.0,2364.07,Super Built up area 2364(219.62 sq.m.),4.0,4.0,3+,10.0,West,Relatively New,2364.0,,,0,1,1,0,0,0,88,591.0175
sector 33,flat,godrej nature plus,1.31,15982.0,819.67,Carpet area: 76.44,2.0,2.0,2,4.0,,Under Construction,,,76.0,0,0,0,0,0,0,92,409.835
sector 2,flat,bestech park view residency,1.51,7869.0,1918.92,Super Built up area 1920(178.37 sq.m.),3.0,4.0,3+,7.0,South-West,Moderately Old,1920.0,,,0,0,1,0,0,2,84,639.64
sector 85,flat,ss the leaf,1.09,6661.0,1636.39,Super Built up area 1640(152.36 sq.m.)Built Up area: 1475 sq.ft. (137.03 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2.0,2.0,3,5.0,North-East,Relatively New,1640.0,1475.0,1350.0,0,0,0,0,0,0,49,818.195
sector 7,house,independent,1.16,11693.0,992.0,Plot area 992(92.16 sq.m.)Carpet area: 992 sq.ft. (92.16 sq.m.),2.0,4.0,2.0,3.0,North-East,Moderately Old,,,992.0,1,0,0,0,0,0,39,496.0
south city,flat,unitech the palms,2.75,16768.0,1640.03,Super Built up area 1640(152.36 sq.m.),3.0,3.0,2,14.0,,Old Property,1640.0,,,0,0,0,0,0,1,79,546.6766666666666
sector 37c,flat,corona optus,1.5,6361.0,2358.12,Super Built up area 2358(219.07 sq.m.),3.0,4.0,3+,14.0,North-East,New Property,2358.0,,,1,0,1,0,0,0,83,786.04
sector 82a,flat,dlf the primus,1.85,10283.0,1799.09,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3.0,3.0,3+,2.0,South,Relatively New,1799.0,,1538.0,0,0,0,0,0,2,44,599.6966666666666
sohna road,flat,ashiana anmol,0.88,11125.0,791.01,Super Built up area 1275(118.45 sq.m.)Carpet area: 791 sq.ft. (73.49 sq.m.),2.0,2.0,2,13.0,East,Relatively New,1275.0,,791.0,0,0,0,0,0,1,127,395.505
sector 89,flat,tulip petals,1.55,10000.0,1550.0,Super Built up area 1550(144 sq.m.),3.0,2.0,3,6.0,East,Moderately Old,1550.0,,,0,0,0,1,0,2,111,516.6666666666666
sector 110,flat,indiabulls enigma,4.49,11572.0,3880.06,Super Built up area 3880(360.46 sq.m.),5.0,5.0,3+,4.0,North-East,Relatively New,3880.0,,,0,0,1,0,0,0,165,776.012
sector 84,flat,antriksh heights,0.88,4821.0,1825.35,Super Built up area 1825(169.55 sq.m.),3.0,3.0,3,16.0,,Relatively New,1825.0,,,0,1,0,0,0,0,67,608.4499999999999
sector 85,flat,ss the leaf,1.93,8075.0,2390.09,Super Built up area 2408(223.71 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2390 sq.ft. (222.04 sq.m.),3.0,4.0,3,7.0,North-East,Relatively New,2408.0,2400.0,2390.0,0,0,1,0,0,0,174,796.6966666666667
sector 67,flat,m3m merlin,2.65,12945.0,2047.12,Super Built up area 2047(190.17 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3,0.0,North-East,Relatively New,2047.0,1900.0,1700.0,1,0,0,0,0,2,174,682.3733333333333
sector 66,house,emaar mgf marbella,11.0,33951.0,3240.0,Plot area 360(301.01 sq.m.),5.0,6.0,3+,2.0,North-East,New Property,,3240.0,,0,1,1,1,1,2,153,648.0
sector 113,flat,tata gurgaon gateway,6.0,9139.0,6565.27,Carpet area: 6565 (609.91 sq.m.),5.0,6.0,3+,24.0,North,Moderately Old,,,6565.0,0,0,0,0,0,0,117,1313.054
sohna road,flat,gls arawali homes,0.27,4687.0,576.06,Carpet area: 576 (53.51 sq.m.),2.0,2.0,2,1.0,East,New Property,,,576.0,0,0,0,0,0,0,35,288.03
sector 11,flat,global hill view,0.36,5150.0,699.03,Built Up area: 699 (64.94 sq.m.),2.0,2.0,0,15.0,,Undefined,,699.0,,0,0,0,0,0,0,0,349.515
dlf phase,flat,dlf wellington estate,2.09,14615.0,1430.04,Super Built up area 1430(132.85 sq.m.),3.0,3.0,2,11.0,West,Old Property,1430.0,,,0,0,0,0,0,2,79,476.68
sector 109,flat,sbtl caladium,1.3,6914.0,1880.24,Super Built up area 1880(174.66 sq.m.),3.0,2.0,3,16.0,East,Moderately Old,1880.0,,,0,0,0,0,0,0,134,626.7466666666667
sector 3,house,ashok vihar phase iii extension,0.4,8889.0,450.0,Plot area 50(41.81 sq.m.),2.0,4.0,3+,4.0,,New Property,,450.0,,0,1,0,0,0,0,7,225.0
sector 65,flat,emaar mgf emerald floors premier,2.5,15151.0,1650.06,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,3.0,South-West,Relatively New,1650.0,,,0,0,1,0,1,0,15,550.02
gwal pahari,flat,bsf chs,0.95,5937.0,1600.13,Carpet area: 1600 (148.64 sq.m.),3.0,3.0,3,13.0,,Old Property,,,1600.0,0,0,0,0,0,0,37,533.3766666666667
sector 4,house,naman residency,0.5,11111.0,450.0,Plot area 450(41.81 sq.m.),2.0,2.0,2.0,2.0,West,New Property,,450.0,,1,1,1,0,1,0,14,225.0
sector 3,house,independent,0.5,5555.0,900.1,Plot area 900(83.61 sq.m.),2.0,1.0,2.0,1.0,,Old Property,,900.0,,0,0,0,1,0,0,16,450.05
sector 70a,flat,aipl the peaceful homes,2.4,11162.0,2150.15,Super Built up area 2150(199.74 sq.m.),3.0,3.0,3,11.0,South-West,Relatively New,2150.0,,,0,0,1,0,0,0,108,716.7166666666667
sector 2,house,independent,6.0,20000.0,3000.0,Built Up area: 333 (278.43 sq.m.),4.0,4.0,1.0,2.0,,Relatively New,,333.0,,0,0,0,0,0,0,0,750.0
sector 52,house,ardee city,5.5,20370.0,2700.0,Plot area 300(27.87 sq.m.),9.0,9.0,3+,3.0,South,Moderately Old,,300.0,,1,1,1,0,0,2,26,300.0
sector 99,flat,assotech blith,0.92,6739.0,1365.19,Super Built up area 1365(126.81 sq.m.),2.0,2.0,3+,22.0,,Under Construction,1365.0,,,0,0,0,0,0,0,56,682.595
sector 104,flat,godrej summit,1.16,6387.0,1816.19,Carpet area: 1816 (168.71 sq.m.),3.0,4.0,3+,8.0,East,Relatively New,,,1816.0,0,0,1,0,0,2,96,605.3966666666666
sector 70a,flat,capital residences 360,1.66,8400.0,1976.19,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3+,8.0,East,New Property,1976.0,1900.0,1500.0,0,0,1,0,0,0,132,658.73
sector 28,flat,suncity platinum towers,7.0,22222.0,3150.03,Super Built up area 3150(292.64 sq.m.)Carpet area: 1913 sq.ft. (177.72 sq.m.),4.0,3.0,2,10.0,North,Moderately Old,3150.0,,1913.0,0,0,1,0,0,0,31,787.5075
sector 89,flat,smart world gems,0.86,7796.0,1103.13,Carpet area: 1103 (102.47 sq.m.),2.0,3.0,2,4.0,North-East,New Property,,,1103.0,0,1,1,0,1,2,72,551.565
sector 103,flat,indiabulls centrum park,1.35,7541.0,1790.21,Super Built up area 1790(166.3 sq.m.),3.0,3.0,3+,3.0,North-East,Relatively New,1790.0,,,0,0,0,0,1,2,168,596.7366666666667
dlf phase,house,independent,10.0,37037.0,2700.0,Plot area 2700(250.84 sq.m.)Built Up area: 9500 sq.ft. (882.58 sq.m.)Carpet area: 9000 sq.ft. (836.13 sq.m.),5.0,5.0,3+,3.0,East,Moderately Old,,9500.0,9000.0,0,1,1,0,0,1,29,540.0
sector 92,flat,parkwood westend,0.7,5204.0,1345.12,Super Built up area 1345(124.95 sq.m.),2.0,2.0,3,5.0,,Under Construction,1345.0,,,0,0,0,0,1,0,0,672.56
c block,house,ansal,1.85,34259.0,540.0,Plot area 60(5.57 sq.m.),2.0,8.0,3+,5.0,North-West,Relatively New,,60.0,,0,0,0,0,0,0,53,270.0
sector 85,flat,ss the leaf,1.2,7317.0,1640.02,Super Built up area 1640(152.36 sq.m.),2.0,2.0,3,12.0,South,Relatively New,1640.0,,,0,0,0,0,0,2,157,820.01
sector 82,house,vatika india next,6.5,20062.0,3240.0,Built Up area: 360 (301.01 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),4.0,3.0,0,2.0,,Undefined,,360.0,300.0,0,0,0,0,0,0,0,810.0
dlf phase,house,independent,18.0,39841.0,4518.0,Plot area 502(419.74 sq.m.),5.0,4.0,3+,4.0,North,Moderately Old,,4518.0,,0,1,1,1,1,2,113,903.6
sector 47,house,independent,4.6,26620.0,1728.0,Plot area 192(160.54 sq.m.),2.0,6.0,3+,4.0,,Moderately Old,,1728.0,,0,0,0,0,0,1,51,864.0
sector 95,flat,awho shanti vihar,0.8,8888.0,900.09,Super Built up area 900(83.61 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2.0,2.0,3,9.0,East,New Property,900.0,,550.0,0,0,0,0,1,0,67,450.045
a block,house,independent,2.55,13178.0,1935.0,Built Up area: 215 (179.77 sq.m.),3.0,3.0,2.0,3.0,,Relatively New,,215.0,,0,0,0,0,0,2,60,645.0
sector 102,flat,emaar imperial gardens,1.85,9135.0,2025.18,Carpet area: 2025 (188.13 sq.m.),3.0,3.0,3+,0.0,South-West,Relatively New,,,2025.0,0,0,1,0,0,2,95,675.0600000000001
sector 65,flat,m3m golfestate,6.15,18287.0,3363.04,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3.0,3.0,3,23.0,,Moderately Old,3363.0,,2710.0,0,0,1,0,1,2,60,1121.0133333333333
sushant lok,house,sushant lok 1 builder floors,1.95,10077.0,1935.1,Plot area 215(179.77 sq.m.),3.0,4.0,3+,4.0,West,New Property,,1935.0,,0,0,1,0,0,2,78,645.0333333333333
sector 60,flat,ireo skyon,2.5,16129.0,1550.0,Super Built up area 1550(144 sq.m.),2.0,3.0,2,4.0,North-West,Relatively New,1550.0,,,0,0,0,0,1,0,100,775.0
sector 90,flat,shree vardhman flora,0.8,5925.0,1350.21,Built Up area: 1350 (125.42 sq.m.),2.0,3.0,2,0.0,,Undefined,,1350.0,,0,0,0,0,0,0,60,675.105
