sector,property_type,price,area,bedRoom,bathroom,balcony,floorNum,agePossession,builtUpArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score,area_to_bedroom
sohna road,flat,0.4,609.66,2.0,2.0,1,0.0,New Property,669.0,0,0,0,0,0,2,90,304.83
sector 53,flat,4.8,3269.75,3.0,4.0,3+,12.0,New Property,2895.0,0,0,0,0,0,0,69,1089.9166666666667
dlf phase,house,3.5,1080.0,2.0,4.0,3.0,3.0,Old Property,1080.0,0,0,0,0,0,0,15,540.0
sector 37c,flat,0.86,1578.27,2.0,3.0,3,9.0,Relatively New,1442.0,1,0,0,0,1,0,49,789.135
sector 50,house,5.88,2160.0,3.0,9.0,3+,3.0,Relatively New,2160.0,1,1,1,0,1,1,128,720.0
sector 67,house,8.0,3600.0,6.0,7.0,3+,51.0,Moderately Old,3600.0,0,1,1,0,1,2,49,600.0
sector 50,house,11.58,3240.0,5.0,5.0,3.0,2.0,Moderately Old,3240.0,0,0,1,0,0,0,20,648.0
sector 108,flat,1.2,1758.24,3.0,3.0,3+,10.0,Relatively New,1275.0,0,0,0,0,1,0,93,586.08
sector 110,flat,4.0,4060.5,4.0,4.0,3,17.0,New Property,3350.0,0,0,0,0,0,0,59,1015.125
sector 69,flat,1.75,1850.09,3.0,4.0,2,0.0,Relatively New,2056.0,0,0,0,0,0,2,174,616.6966666666666
mehrauli gurgaon,flat,2.75,2200.0,4.0,5.0,3+,8.0,Old Property,2200.0,0,0,1,0,1,1,128,550.0
sector 37d,flat,0.75,1410.04,2.0,2.0,3,19.0,Moderately Old,1410.0,0,0,0,0,0,0,63,705.02
sector 86,flat,1.5,1540.04,3.0,3.0,3+,18.0,Relatively New,1780.0,0,0,0,0,1,0,174,513.3466666666667
sector 103,flat,0.23,352.38,1.0,1.0,1,4.0,Relatively New,400.0,0,0,0,0,0,0,23,352.38
sector 83,flat,1.4,1720.11,3.0,3.0,3,2.0,Relatively New,1387.0,0,1,1,1,1,2,174,573.37
sector 85,flat,2.7,3482.07,4.0,4.0,3+,23.0,New Property,3151.0,0,0,0,0,0,0,21,870.5175
sector 56,flat,2.0,2400.1,4.0,4.0,3,8.0,Relatively New,2253.0,1,0,0,0,0,2,49,600.025
sector 48,house,7.25,2592.0,3.0,4.0,2.0,2.0,Moderately Old,2592.0,0,1,1,1,1,2,115,864.0
sector 33,house,8.0,4499.9,6.0,5.0,3+,4.0,Relatively New,4499.9,0,0,0,0,0,0,0,749.9833333333332
sector 22,flat,3.99,3090.15,3.0,5.0,3+,3.0,New Property,2796.0,0,0,1,0,0,1,102,1030.05
sector 72,flat,4.0,2495.01,4.0,5.0,3+,22.0,Relatively New,2701.0,0,0,1,0,0,2,174,623.7525
sector 33,flat,1.1,1110.1,2.0,2.0,3,9.0,Moderately Old,1100.0,0,0,0,0,0,2,44,555.05
sector 89,flat,1.2,1422.98,3.0,3.0,2,2.0,New Property,1423.0,0,0,0,0,0,0,45,474.32666666666665
sector 13,house,0.9,785.1,2.0,4.0,3.0,3.0,Moderately Old,785.0,1,1,1,0,1,0,0,392.55
sector 56,house,3.4,1530.0,6.0,6.0,3+,2.0,Moderately Old,1530.0,0,0,0,0,0,2,29,255.0
sector 69,flat,1.4,1568.1,3.0,3.0,1,12.0,Relatively New,1376.0,0,1,0,0,0,0,174,522.6999999999999
sector 61,flat,2.41,1630.03,3.0,3.0,3,2.0,New Property,1630.0,0,0,0,0,0,0,61,543.3433333333334
sector 91,flat,1.75,1573.6,4.0,3.0,3+,8.0,Relatively New,2106.0,0,1,1,1,1,0,128,393.4
sector 66,house,9.0,4235.1,4.0,4.0,3+,2.0,Relatively New,5200.0,0,1,1,1,0,2,114,1058.775
sohna road,flat,0.78,1350.18,2.0,2.0,3,9.0,Under Construction,1222.0,0,0,0,0,1,0,72,675.09
sector 109,flat,2.95,2850.24,4.0,4.0,3+,7.0,Relatively New,3150.0,0,0,1,1,0,2,158,712.56
sector 12,flat,0.6,720.03,2.0,2.0,1,0.0,New Property,800.0,0,1,0,0,0,1,0,360.015
sector 40,house,2.1,900.0,3.0,3.0,2.0,3.0,Moderately Old,900.0,1,0,0,0,0,2,35,300.0
sector 81,flat,1.15,1660.17,3.0,2.0,3+,12.0,Relatively New,1352.0,0,0,0,0,0,0,101,553.39
sector 50,house,7.0,2160.0,4.0,4.0,2.0,2.0,Old Property,2160.0,0,0,1,0,0,0,29,540.0
sector 61,flat,2.2,1549.08,3.0,3.0,2,4.0,New Property,1721.0,0,0,0,0,0,0,152,516.36
sector 65,flat,1.95,1400.06,3.0,3.0,3+,1.0,New Property,1556.0,0,0,0,1,0,2,117,466.68666666666667
sector 67,flat,0.8,609.99,1.0,1.0,0,0.0,Relatively New,610.0,0,0,0,0,0,0,0,609.99
sector 90,flat,1.23,1744.19,3.0,3.0,2,19.0,Relatively New,1578.0,1,0,0,0,0,0,6,581.3966666666666
sector 68,flat,1.78,1950.04,3.0,3.0,3+,27.0,Relatively New,1845.0,0,0,0,0,0,2,126,650.0133333333333
sector 103,flat,0.9,1350.14,2.0,2.0,2,1.0,Relatively New,1222.0,0,0,0,0,0,0,44,675.07
sector 85,flat,1.25,1741.19,2.0,2.0,3,10.0,Relatively New,1730.0,0,0,0,0,0,0,49,870.595
sector 4,flat,0.36,950.12,2.0,2.0,1,4.0,Relatively New,1056.0,0,0,0,0,0,0,0,475.06
sector 7,house,2.3,1350.0,5.0,3.0,3+,3.0,Old Property,1350.0,0,1,1,0,1,0,27,270.0
sushant lok,house,5.8,1935.0,6.0,6.0,3.0,2.0,Relatively New,1935.0,1,0,1,0,0,2,49,322.5
sector 102,flat,1.98,2000.0,3.0,3.0,3+,9.0,Relatively New,2222.0,0,0,1,0,0,2,72,666.6666666666666
sector 109,flat,1.7,1745.02,3.0,3.0,3,22.0,Relatively New,1550.0,0,0,0,0,0,0,74,581.6733333333333
sector 108,flat,2.6,1711.09,3.0,3.0,2,8.0,Relatively New,1711.09,0,0,0,0,0,0,99,570.3633333333333
sector 70,flat,1.9,1950.12,3.0,3.0,3,10.0,New Property,1765.0,1,1,1,1,0,0,36,650.04
sector 65,flat,2.85,1828.09,3.0,3.0,3,43.0,Under Construction,1828.09,0,0,0,0,0,0,115,609.3633333333333
sector 108,flat,1.0,2060.16,2.0,2.0,2,0.0,Relatively New,2060.0,0,0,0,0,0,0,0,1030.08
sector 109,flat,1.5,1750.09,3.0,3.0,3+,7.0,Relatively New,1466.0,0,0,0,0,0,0,165,583.3633333333333
sector 50,house,13.2,4861.0,6.0,6.0,0,2.0,Moderately Old,4861.0,0,0,0,0,0,0,0,810.1666666666666
sector 104,flat,2.55,1950.14,4.0,4.0,3+,21.0,Relatively New,2509.0,0,0,1,0,0,0,150,487.535
sector 86,flat,1.72,1929.12,3.0,3.0,1,8.0,Relatively New,1746.0,1,0,0,0,0,2,49,643.04
sector 9a,flat,0.95,1550.01,3.0,3.0,2,5.0,Moderately Old,1403.0,1,0,0,0,0,0,30,516.67
sector 83,flat,1.42,1600.0,4.0,4.0,3,7.0,Relatively New,2000.0,0,0,1,0,1,0,103,400.0
sector 106,flat,1.35,1510.07,4.0,3.0,3,19.0,Old Property,1678.0,0,0,1,0,0,0,112,377.5175
sector 40,house,2.15,900.0,3.0,3.0,3.0,3.0,Moderately Old,900.0,0,1,0,1,1,0,45,300.0
sector 110,flat,0.22,600.11,2.0,1.0,1,1.0,Relatively New,543.0,0,0,0,0,0,0,0,300.055
sector 90,flat,1.8,2727.27,4.0,4.0,3+,23.0,Moderately Old,2468.0,0,0,0,0,0,0,67,681.8175
sector 62,flat,0.9,639.02,1.0,1.0,0,0.0,Relatively New,639.0,0,0,0,0,0,0,0,639.02
sector 33,flat,1.62,1159.3,3.0,4.0,3+,3.0,New Property,129.0,0,0,1,0,0,0,100,386.43333333333334
new palam,house,0.95,900.0,3.0,2.0,2.0,3.0,Old Property,900.0,0,0,0,1,0,0,16,300.0
sector 68,flat,1.0,1225.04,2.0,2.0,2,16.0,New Property,1361.0,0,0,1,0,0,0,65,612.52
sector 85,flat,1.05,1703.72,2.0,2.0,3+,7.0,Relatively New,1512.0,0,0,0,1,0,0,144,851.86
sector 67,flat,2.95,2436.0,3.0,3.0,3+,14.0,Moderately Old,2236.0,0,1,1,0,0,2,165,812.0
sector 49,flat,1.98,2182.06,3.0,4.0,3,9.0,Moderately Old,1750.0,0,0,1,0,0,2,101,727.3533333333334
sector 48,house,5.15,2727.0,5.0,7.0,3.0,2.0,Moderately Old,2727.0,0,1,1,0,0,2,145,545.4
sector 4,house,0.4,432.0,1.0,1.0,1.0,1.0,Moderately Old,432.0,0,0,0,0,0,0,0,432.0
sector 90,flat,1.21,1938.17,3.0,3.0,3+,7.0,Relatively New,1929.0,0,1,1,0,0,0,127,646.0566666666667
sector 50,house,10.0,7000.4,5.0,7.0,2.0,4.0,Moderately Old,7000.0,0,0,1,0,0,1,0,1400.08
sector 102,flat,2.5,3198.16,4.0,5.0,3+,5.0,Relatively New,2894.0,0,0,1,0,0,0,76,799.54
sector 88a,flat,1.45,1733.0,2.0,2.0,3+,9.0,Relatively New,146.0,0,0,0,0,1,1,85,866.5
sector 103,flat,1.2,1423.15,2.0,2.0,3,3.0,Moderately Old,1288.0,0,0,0,0,0,0,26,711.575
sector 108,flat,0.85,1833.08,3.0,3.0,2,2.0,Relatively New,1500.0,0,0,1,0,0,0,65,611.0266666666666
sector 105,house,0.38,450.0,2.0,2.0,2.0,1.0,Relatively New,56.0,0,0,0,0,0,0,0,225.0
sector 33,house,10.0,4950.0,5.0,6.0,3.0,4.0,New Property,4950.0,0,0,1,0,1,0,26,990.0
sector 84,flat,0.35,483.03,2.0,2.0,2,4.0,Relatively New,537.0,0,0,0,0,0,0,37,241.515
sector 83,flat,1.75,1900.11,3.0,3.0,3+,11.0,Relatively New,1549.0,0,0,1,0,0,0,120,633.37
sector 47,house,1.15,2475.0,3.0,3.0,3.0,2.0,Old Property,275.0,0,0,0,0,0,2,33,825.0
sector 90,flat,1.2,1755.16,3.0,3.0,3+,15.0,Relatively New,1572.0,0,0,0,0,0,0,118,585.0533333333334
sector 84,flat,2.24,3434.0,4.0,4.0,3,12.0,Relatively New,3165.0,0,0,1,0,0,0,20,858.5
sector 111,flat,3.65,2950.21,4.0,5.0,3+,17.0,Moderately Old,2670.0,0,0,1,0,0,0,132,737.5525
sector 69,flat,1.7,2013.03,4.0,4.0,2,7.0,Relatively New,1819.0,0,0,0,0,0,0,128,503.2575
sector 72,flat,3.1,4632.4,4.0,5.0,3+,8.0,Moderately Old,3374.0,0,1,1,1,1,0,136,1158.1
sector 69,flat,0.75,1095.05,2.0,2.0,2,4.0,Under Construction,991.0,0,0,0,0,0,0,0,547.525
sector 102,flat,1.25,1265.69,2.0,2.0,2,0.0,Relatively New,1100.0,0,0,0,0,0,0,79,632.845
sector 81,flat,0.5,735.08,2.0,2.0,3,6.0,Relatively New,700.0,0,0,0,0,0,0,117,367.54
sohna road,flat,0.72,1447.24,2.0,2.0,3+,12.0,Relatively New,1131.0,0,0,0,0,1,0,152,723.62
sector 99a,flat,0.27,482.23,2.0,2.0,1,8.0,Relatively New,538.0,1,0,0,0,0,0,49,241.115
sector 61,flat,1.47,1200.0,2.0,2.0,2,2.0,Under Construction,1333.0,0,0,0,0,1,0,76,600.0
sector 48,house,6.4,2592.0,3.0,4.0,3.0,2.0,Relatively New,2592.0,0,0,1,1,1,2,148,864.0
sushant lok,flat,1.35,1345.02,3.0,3.0,3,2.0,Old Property,1320.0,1,0,0,0,0,2,93,448.34
sector 69,flat,1.92,2400.0,4.0,5.0,3+,5.0,Relatively New,2172.0,0,0,1,0,0,2,158,600.0
sector 70a,flat,1.51,1976.18,3.0,3.0,3,7.0,Relatively New,1788.0,0,0,1,0,0,0,49,658.7266666666667
sector 78,flat,1.15,2176.38,3.0,3.0,3,9.0,Moderately Old,1969.0,1,0,1,0,0,0,22,725.46
dlf phase,house,4.0,1350.0,4.0,4.0,3.0,2.0,Old Property,1350.0,0,0,0,1,0,0,41,337.5
sector 50,house,11.5,3240.0,5.0,6.0,0,1.0,Moderately Old,3240.0,0,0,0,0,0,0,0,648.0
sector 93,flat,1.25,2192.6,4.0,4.0,3,16.0,Relatively New,2105.0,0,0,0,0,0,0,0,548.15
sector 69,flat,1.75,1970.06,4.0,4.0,1,12.0,Relatively New,1783.0,0,0,0,0,0,0,86,492.515
sector 4,house,0.67,684.0,3.0,3.0,2.0,2.0,Relatively New,76.0,1,0,0,0,0,0,7,228.0
sector 92,flat,0.8,1523.23,3.0,3.0,3,7.0,Relatively New,1692.0,0,0,0,0,1,2,80,507.74333333333334
sector 109,house,6.25,5400.0,4.0,4.0,3+,2.0,Relatively New,5400.0,0,0,1,0,0,0,138,1350.0
sector 92,flat,1.07,2039.65,4.0,3.0,3,10.0,Under Construction,2040.0,0,0,1,0,1,0,86,509.9125
sector 61,flat,1.6,1380.02,2.0,2.0,2,21.0,Relatively New,1533.0,0,0,1,0,0,0,105,690.01
sushant lok,house,3.65,3450.2,6.0,6.0,2.0,3.0,Moderately Old,3450.0,0,1,1,1,1,1,152,575.0333333333333
sector 56,house,2.95,1458.0,2.0,2.0,0,1.0,Moderately Old,1458.0,0,0,0,0,0,0,0,729.0
sohna road,flat,0.54,745.03,2.0,1.0,3,1.0,New Property,828.0,0,0,0,0,0,0,65,372.515
sector 45,house,10.0,3240.0,6.0,6.0,3+,4.0,Moderately Old,3240.0,0,1,1,1,1,2,70,540.0
sector 37c,flat,1.2,1735.11,3.0,4.0,3,8.0,Relatively New,1635.0,0,0,0,0,0,0,149,578.37
sector 71,flat,0.98,1620.1,3.0,3.0,3,0.0,Moderately Old,1466.0,0,0,0,0,1,0,65,540.0333333333333
sector 85,flat,1.83,1829.09,3.0,3.0,3+,18.0,Under Construction,2032.0,0,0,0,0,0,0,110,609.6966666666666
sector 1a,flat,0.92,2287.42,3.0,3.0,3+,8.0,Moderately Old,1924.0,0,0,1,0,0,0,5,762.4733333333334
sector 70a,house,4.0,6000.6,4.0,4.0,3+,2.0,Relatively New,6000.0,0,0,1,0,0,0,154,1500.15
sector 104,flat,2.6,3150.37,4.0,4.0,3+,12.0,Relatively New,2851.0,0,0,1,0,0,0,118,787.5925
sector 83,flat,1.8,1500.0,3.0,4.0,3+,6.0,Relatively New,1667.0,0,0,1,0,0,2,96,500.0
sector 77,flat,2.1,2025.07,3.0,3.0,3,17.0,New Property,1833.0,0,0,1,0,1,0,8,675.0233333333333
sector 56,flat,0.55,610.03,1.0,2.0,1,0.0,Old Property,678.0,0,0,0,0,0,0,68,610.03
sohna road,flat,0.25,600.1,1.0,1.0,1,12.0,Relatively New,600.0,0,0,0,0,0,0,37,600.1
sector 55,house,2.8,1500.0,4.0,4.0,0,2.0,Old Property,1500.0,0,0,0,0,0,0,0,375.0
sector 5,flat,0.26,594.56,1.0,1.0,1,3.0,Relatively New,648.0,0,0,0,0,0,0,14,594.56
sector 83,flat,1.76,1900.03,3.0,3.0,3,5.0,Relatively New,1600.0,0,0,1,0,0,2,174,633.3433333333334
sector 111,flat,2.58,2200.05,3.0,4.0,2,9.0,Relatively New,2200.05,0,0,1,0,0,0,101,733.35
sector 48,flat,5.15,2464.11,3.0,3.0,3+,8.0,Moderately Old,2364.0,0,0,1,0,0,1,53,821.37
sector 60,flat,3.6,2809.21,4.0,5.0,3,24.0,Relatively New,2604.0,0,0,1,0,0,2,49,702.3025
sector 62,flat,4.0,2689.8,3.0,3.0,3,18.0,New Property,2342.0,0,0,1,0,0,2,38,896.6
sector 79,flat,1.35,1500.0,2.0,2.0,3,6.0,New Property,1350.0,1,0,0,0,1,2,88,750.0
sohna road,flat,0.71,1446.91,2.0,2.0,3+,10.0,Relatively New,1131.0,0,0,0,0,1,0,49,723.455
sector 99a,flat,1.4,1997.15,3.0,5.0,3+,6.0,New Property,1807.0,0,0,0,0,0,0,15,665.7166666666667
sector 90,flat,1.99,2727.15,4.0,4.0,3+,9.0,Relatively New,3030.0,0,1,1,0,0,2,102,681.7875
sector 37c,flat,0.95,1665.79,2.0,2.0,0,17.0,Under Construction,1578.0,0,0,1,0,0,0,66,832.895
sector 65,flat,3.67,2040.02,3.0,3.0,2,27.0,Under Construction,2040.02,0,0,1,0,0,0,43,680.0066666666667
sector 37c,flat,1.27,1763.15,3.0,3.0,3,2.0,Relatively New,1581.0,1,0,0,0,1,0,49,587.7166666666667
golf course,flat,1.5,1200.0,2.0,2.0,3,7.0,New Property,1200.0,0,0,0,0,0,0,0,600.0
sector 102,flat,1.7,2025.01,3.0,4.0,3+,8.0,Relatively New,1750.0,0,1,1,0,0,2,174,675.0033333333333
sector 50,flat,2.35,2069.03,3.0,3.0,3,8.0,Moderately Old,1900.0,0,0,0,0,0,2,49,689.6766666666667
sector 66,flat,2.85,1950.05,3.0,3.0,3,11.0,Relatively New,1950.05,0,0,0,0,1,2,67,650.0166666666667
sector 103,flat,0.8,1450.06,2.0,2.0,0,10.0,Relatively New,1450.0,0,0,0,0,0,0,61,725.03
sector 83,flat,1.8,1900.14,3.0,3.0,3+,9.0,Relatively New,1719.0,0,0,0,0,0,0,55,633.38
sector 79,flat,1.7,1570.0,3.0,2.0,3,10.0,Relatively New,1570.0,0,0,0,0,0,0,0,523.3333333333334
sector 110,flat,2.25,2428.23,4.0,4.0,3+,2.0,Relatively New,2350.0,0,0,1,0,0,0,152,607.0575
sector 108,flat,2.9,2003.04,3.0,4.0,2,8.0,New Property,2003.04,0,0,0,0,0,0,109,667.68
sector 83,flat,0.83,1245.12,2.0,2.0,2,12.0,Relatively New,1154.0,0,1,0,0,0,0,165,622.56
sector 104,flat,0.65,763.0,3.0,2.0,2,7.0,New Property,848.0,0,0,0,0,0,0,65,254.33333333333337
manesar,flat,0.85,2300.41,3.0,3.0,2,2.0,Moderately Old,2556.0,0,0,0,0,0,0,44,766.8033333333333
dlf phase,house,13.5,4518.1,5.0,5.0,3.0,2.0,Old Property,4518.0,0,1,1,1,1,2,110,903.62
sector 92,flat,0.61,1261.11,3.0,2.0,2,6.0,Under Construction,1141.0,1,0,0,0,0,0,0,420.36999999999995
sohna road,flat,0.67,1210.04,2.0,2.0,3,4.0,Relatively New,1095.0,0,1,0,0,0,0,127,605.02
sohna road,flat,0.26,394.06,1.0,1.0,1,6.0,New Property,438.0,0,0,0,0,0,0,26,394.06
sector 50,flat,2.75,2200.0,3.0,3.0,3,3.0,Moderately Old,2400.0,0,0,1,0,0,0,110,733.3333333333334
sector 69,flat,1.66,1974.31,4.0,4.0,1,12.0,Relatively New,1783.0,0,1,0,0,0,0,102,493.5775
sector 70,flat,1.25,1864.84,3.0,3.0,3,18.0,Under Construction,1688.0,0,0,0,0,0,0,51,621.6133333333333
sector 107,flat,0.8,1366.12,2.0,2.0,3+,14.0,New Property,1236.0,0,0,0,0,0,0,67,683.06
sector 50,house,3.99,4500.3,4.0,5.0,3+,4.0,New Property,4500.0,0,1,1,0,0,2,112,1125.075
dlf phase,flat,1.35,1150.01,2.0,2.0,2,14.0,Old Property,1120.0,0,0,0,1,0,0,66,575.005
sector 69,flat,1.4,1580.85,3.0,3.0,2,9.0,Relatively New,1428.0,0,1,0,0,0,0,120,526.9499999999999
sector 79,flat,1.69,1983.1,3.0,3.0,2,7.0,Relatively New,1795.0,0,0,0,0,0,0,112,661.0333333333333
sector 9,house,1.1,1800.0,4.0,3.0,1.0,2.0,Old Property,200.0,0,0,0,0,0,0,0,450.0
sector 39,house,1.7,945.5,2.0,2.0,3+,3.0,Moderately Old,8100.0,0,0,1,1,0,0,45,472.75
sector 79,flat,0.9,1529.83,2.0,2.0,3,5.0,Relatively New,1450.0,0,0,0,0,1,0,53,764.915
sohna road,flat,0.45,531.04,2.0,2.0,1,10.0,New Property,590.0,0,0,0,0,0,0,23,265.52
sector 50,house,7.5,2160.0,3.0,3.0,2.0,2.0,Moderately Old,2160.0,0,0,1,0,0,2,66,720.0
sector 89,flat,0.8,1297.02,2.0,2.0,2,6.0,Under Construction,1441.0,0,0,0,0,0,0,44,648.51
sohna road road,house,0.5,900.1,2.0,1.0,2.0,1.0,Moderately Old,900.0,0,0,0,0,0,0,0,450.05
sector 52,flat,1.55,2099.99,4.0,4.0,3,1.0,Moderately Old,2100.0,0,0,0,0,0,0,0,524.9975
sector 70a,flat,1.7,1900.08,4.0,3.0,3,1.0,Relatively New,2111.0,0,0,0,0,0,2,49,475.02
sector 37d,flat,1.25,1724.14,3.0,3.0,3+,2.0,Under Construction,1725.0,0,0,0,0,0,0,8,574.7133333333334
sector 17b,house,6.95,4500.1,4.0,4.0,3+,2.0,Old Property,3500.0,0,1,1,1,1,0,33,1125.025
sector 112,flat,0.7,1497.97,2.0,2.0,2,4.0,Relatively New,1498.0,0,0,0,0,0,0,65,748.985
sector 89,flat,1.2,1423.15,3.0,3.0,2,2.0,New Property,1581.0,0,0,0,0,0,0,44,474.3833333333334
sector 2,flat,1.26,1565.02,2.0,2.0,3,7.0,Moderately Old,1416.0,0,0,0,0,1,0,84,782.51
sector 51,flat,0.3,410.0,1.0,1.0,2,0.0,Old Property,459.0,0,0,0,0,0,0,0,410.0
sector 50,flat,6.0,4889.18,4.0,3.0,3,5.0,Moderately Old,3982.0,0,0,1,0,0,0,31,1222.295
dlf phase,house,6.5,1800.0,4.0,3.0,3.0,3.0,Moderately Old,1800.0,0,1,0,0,1,0,19,450.0
sector 61,flat,2.25,1549.05,3.0,3.0,2,3.0,Under Construction,1721.0,0,0,0,0,0,0,0,516.35
sector 102,flat,2.12,1852.01,3.0,3.0,3,9.0,New Property,1571.0,0,0,0,0,0,0,109,617.3366666666667
sector 1,flat,0.85,2199.79,3.0,3.0,0,5.0,Moderately Old,2200.0,0,0,0,0,0,0,0,733.2633333333333
sector 37d,flat,1.0,1770.22,3.0,3.0,3+,13.0,Moderately Old,1602.0,0,0,0,0,0,0,38,590.0733333333334
sector 93,flat,0.38,594.96,2.0,2.0,2,7.0,Relatively New,660.0,0,0,0,0,0,0,16,297.48
sector 86,flat,1.27,1930.09,3.0,4.0,3,19.0,Relatively New,1800.0,0,1,1,0,0,0,126,643.3633333333333
sector 82,flat,1.6,2425.34,4.0,5.0,3+,8.0,Relatively New,2195.0,0,0,1,0,0,0,133,606.335
sector 67,flat,3.5,2400.05,3.0,4.0,3,17.0,Relatively New,2225.0,0,0,1,1,0,2,167,800.0166666666668
sector 81,flat,4.5,4200.11,4.0,6.0,3+,17.0,Relatively New,3801.0,0,0,1,0,0,2,44,1050.0275
sector 88a,flat,1.0,1450.12,2.0,2.0,3,7.0,Relatively New,1611.0,0,0,0,0,1,0,72,725.06
sushant lok,house,4.6,2700.0,6.0,6.0,3.0,3.0,Old Property,2700.0,0,1,1,1,1,1,102,450.0
sector 92,flat,0.95,2000.0,4.0,3.0,2,17.0,New Property,1983.0,0,0,0,0,0,0,7,500.0
sector 11,house,2.5,1400.0,5.0,4.0,3.0,1.0,Old Property,1850.0,0,0,0,1,0,0,0,280.0
sushant lok,house,3.3,1665.0,4.0,3.0,3+,2.0,Moderately Old,1665.0,0,1,1,1,1,0,151,416.25
sector 92,flat,1.1,2349.93,3.0,2.0,3,0.0,Relatively New,2350.0,0,0,0,0,0,0,0,783.31
sector 89,flat,1.32,780.0,3.0,3.0,3,1.0,Under Construction,867.0,0,0,0,0,0,0,45,260.0
sector 107,flat,0.9,1365.71,2.0,2.0,3+,10.0,Relatively New,1236.0,1,0,0,0,0,2,49,682.855
sector 92,flat,0.71,1326.11,3.0,3.0,3,2.0,Relatively New,1473.0,0,1,0,0,0,0,108,442.03666666666663
sector 82,flat,1.15,1790.16,3.0,4.0,2,15.0,Relatively New,1620.0,0,1,1,0,0,2,104,596.72
sector 108,flat,3.75,2510.38,3.0,3.0,2,16.0,New Property,2120.0,0,0,1,0,0,0,77,836.7933333333334
sector 79,flat,1.3,1620.14,3.0,3.0,2,6.0,Relatively New,1215.0,0,1,0,0,1,0,151,540.0466666666667
sector 85,flat,0.9,1986.32,4.0,4.0,3,8.0,Moderately Old,1575.0,0,0,0,0,0,2,40,496.58
sector 86,flat,0.43,501.05,2.0,2.0,1,6.0,New Property,557.0,0,0,0,0,1,0,92,250.525
sector 67,flat,2.99,2527.05,3.0,3.0,3,4.0,Relatively New,2200.0,0,0,1,0,0,2,37,842.35
sector 60,flat,3.7,2800.06,4.0,5.0,3,10.0,Relatively New,2534.0,0,0,1,0,0,2,165,700.015
sector 6,house,0.85,1100.0,2.0,2.0,0,4.0,Old Property,1222.0,0,0,0,0,0,0,0,550.0
sector 84,flat,0.94,1342.86,3.0,2.0,3+,10.0,New Property,1222.0,0,0,0,0,1,2,89,447.61999999999995
dlf phase,flat,2.35,1777.07,3.0,3.0,2,18.0,Old Property,1608.0,0,0,1,0,0,0,120,592.3566666666667
